concern_id,concern,bridge_tag,signal_cluster,domain,persona,has_signal_cluster_text,issue
CONCERN_ACA_191,Confidence During Slow Progress,CONFIDENCE_SELF,Inferiority & Frustration Signals,"Confidence, Self-Concept & Comparison",Competitive Aspirant,yes,concern bridge_tag not present in signal ontology
CONCERN_CON_192,Decision-Making During High-Pressure Sections,THINKING_QUALITY,Panic Decision Signals,Thinking Quality Under Pressure,Competitive Aspirant,yes,concern bridge_tag not present in signal ontology
CONCERN_THI_193,Emotional Isolation from Friends & Family,SOCIAL_EMOTIONAL,Loneliness & Withdrawal Signals,Social & Emotional Intelligence,Competitive Aspirant,yes,concern bridge_tag not present in signal ontology
CONCERN_SOC_194,Personal Problem-Solving Ability,CONFIDENCE_SELF,Self-Doubt Signals,"Confidence, Self-Concept & Comparison",Competitive Aspirant,yes,concern bridge_tag not present in signal ontology
CONCERN_CON_195,Emotional Pressure from Coaching Investments,EXAMINATION_STRESS,Guilt & Pressure Signals,Examination Stress & Emotional Regulation,Competitive Aspirant,yes,concern bridge_tag not present in signal ontology
CONCERN_EXA_196,Revision Completion Before Exams,EXAMINATION_READINESS,Panic & Self-Doubt Signals,Examination Readiness,Competitive Aspirant,yes,concern bridge_tag not present in signal ontology
CONCERN_LIF_1753,Comparison Stress,CONFIDENCE_SELF,Comparison Sensitivity,"Confidence, Self-Concept & Comparison",Parent,yes,concern bridge_tag not present in signal ontology
CONCERN_EXA_197,Rational Thinking During Panic States,THINKING_QUALITY,Freeze & Shutdown Signals,Thinking Quality Under Pressure,Competitive Aspirant,yes,concern bridge_tag not present in signal ontology
CONCERN_THI_198,Emotional Recovery After Missing Expected Cutoffs,EXAMINATION_STRESS,Emotional Breakdown Signals,Examination Stress & Emotional Regulation,Competitive Aspirant,yes,concern bridge_tag not present in signal ontology
CONCERN_EXA_199,Sustaining Hope During Long Competitive Journeys,MOTIVATION_VALUES,Hopelessness Signals,"Motivation, Values & Responsibility",Competitive Aspirant,yes,concern bridge_tag not present in signal ontology
CONCERN_MOT_200,Holistic Stability During Competitive Preparation,HOLISTIC_DEVELOPMENT,Burnout & Instability Signals,Holistic Development,Competitive Aspirant,yes,concern bridge_tag not present in signal ontology
CONCERN_CAR_202,Stream Selection Decisions,ACADEMIC_IDENTITY,Fear of Wrong Choice Signals,Academic Identity & Meaning,Career Explorer,yes,concern bridge_tag not present in signal ontology
CONCERN_ACA_203,Understanding Personal Strengths for Career Choice,SELF_REFLECTION,Identity Ambiguity Signals,Self Reflection,Career Explorer,yes,concern bridge_tag not present in signal ontology
CONCERN_CAR_205,Fear of Choosing the Wrong Career,EXAMINATION_STRESS,Anxiety & Overthinking Signals,Examination Stress & Emotional Regulation,Career Explorer,yes,concern bridge_tag not present in signal ontology
CONCERN_EXA_206,Long-Term Career Vision,ACADEMIC_IDENTITY,Directionless Planning Signals,Academic Identity & Meaning,Career Explorer,yes,concern bridge_tag not present in signal ontology
CONCERN_ADJ_210,Non-Traditional Career Paths,CONFIDENCE_SELF,Fear of Social Judgment,"Confidence, Self-Concept & Comparison",Career Explorer,yes,concern bridge_tag not present in signal ontology
CONCERN_CAR_212,Career Decision-Making Confidence,THINKING_QUALITY,Indecisiveness Signals,Thinking Quality Under Pressure,Career Explorer,yes,concern bridge_tag not present in signal ontology
CONCERN_THI_213,Building Career Motivation Without Clear Direction,MOTIVATION_VALUES,Engagement Decline Signals,"Motivation, Values & Responsibility",Career Explorer,yes,concern bridge_tag not present in signal ontology
CONCERN_MOT_214,Match Interests with Career Opportunities,ACADEMIC_IDENTITY,Identity Confusion Signals,Academic Identity & Meaning,Career Explorer,yes,concern bridge_tag not present in signal ontology
CONCERN_ACA_215,Exploring Careers Beyond Peer Influence,CONFIDENCE_SELF,Comparison Dependency Signals,"Confidence, Self-Concept & Comparison",Career Explorer,yes,concern bridge_tag not present in signal ontology
CONCERN_CAR_217,Anxiety About Future Stability,EXAMINATION_STRESS,Chronic Stress Signals,Examination Stress & Emotional Regulation,Career Explorer,yes,concern bridge_tag not present in signal ontology
CONCERN_SEL_1827,Declining Family Values Alignment,MOTIVATION_VALUES,Value Conflict,"Motivation, Values & Responsibility",Parent,yes,concern bridge_tag not present in signal ontology
CONCERN_EXA_218,Clarity Between Short-Term and Long-Term Goals,STRATEGIC_PREPARATION,Direction Drift Signals,Strategic Preparation,Career Explorer,yes,concern bridge_tag not present in signal ontology
CONCERN_STR_219,Identifying Careers Aligned to Personality,SELF_REFLECTION,Low Self-Awareness Signals,Self Reflection,Career Explorer,yes,concern bridge_tag not present in signal ontology
CONCERN_SEL_220,Emotional Stability During Career Uncertainty,EXAMINATION_STRESS,Panic & Withdrawal Signals,Examination Stress & Emotional Regulation,Career Explorer,yes,concern bridge_tag not present in signal ontology
CONCERN_CAR_223,Exploring Careers Independently,MOTIVATION_VALUES,Passive Exploration Signals,"Motivation, Values & Responsibility",Career Explorer,yes,concern bridge_tag not present in signal ontology
CONCERN_MOT_224,Discussing Career Aspirations,COMMUNICATION_EXPRESSION,Verbal Hesitation Signals,Communication & Expression,Career Explorer,yes,concern bridge_tag not present in signal ontology
CONCERN_COM_225,Conflicting Career Advice,THINKING_QUALITY,Decision Paralysis Signals,Thinking Quality Under Pressure,Career Explorer,yes,concern bridge_tag not present in signal ontology
CONCERN_THI_226,Assess Personal Career Readiness,SELF_REFLECTION,Poor Self-Evaluation Signals,Self Reflection,Career Explorer,yes,concern bridge_tag not present in signal ontology
CONCERN_CAR_228,Career Curiosity Beyond Academic Scores,MOTIVATION_VALUES,Limited Exploration Signals,"Motivation, Values & Responsibility",Career Explorer,yes,concern bridge_tag not present in signal ontology
CONCERN_CAR_230,Choosing Between Multiple Interests,ACADEMIC_IDENTITY,Indecisiveness Signals,Academic Identity & Meaning,Career Explorer,yes,concern bridge_tag not present in signal ontology
CONCERN_ACA_231,Career Uncertainty After Board Exams,EXAMINATION_STRESS,Panic & Directionless Signals,Examination Stress & Emotional Regulation,Career Explorer,yes,concern bridge_tag not present in signal ontology
CONCERN_CAR_233,Aligning Academic Subjects with Career Goals,ACADEMIC_IDENTITY,Direction Confusion Signals,Academic Identity & Meaning,Career Explorer,yes,concern bridge_tag not present in signal ontology
CONCERN_CAR_235,Social Comparison in Career Choices,CONFIDENCE_SELF,Inferiority Signals,"Confidence, Self-Concept & Comparison",Career Explorer,yes,concern bridge_tag not present in signal ontology
CONCERN_CON_236,Understanding of Career-Life Balance Expectations,LIFESTYLE_PRESSURE,Mismatched Expectations Signals,Lifestyle & Pressure Environment,Career Explorer,yes,concern bridge_tag not present in signal ontology
CONCERN_LIF_237,Exploring Careers Without Fear of Judgment,CONFIDENCE_SELF,Hesitation Signals,"Confidence, Self-Concept & Comparison",Career Explorer,yes,concern bridge_tag not present in signal ontology
CONCERN_CON_238,Evaluate Career Risks Rationally,THINKING_QUALITY,Fear-Based Decisions,Thinking Quality Under Pressure,Career Explorer,yes,concern bridge_tag not present in signal ontology
CONCERN_THI_239,Building Career Commitment After Selection,MOTIVATION_VALUES,Direction Drift Signals,"Motivation, Values & Responsibility",Career Explorer,yes,concern bridge_tag not present in signal ontology
CONCERN_MOT_240,Emotional Recovery After Career-Related Rejections,EXAMINATION_STRESS,Emotional Withdrawal Signals,Examination Stress & Emotional Regulation,Career Explorer,yes,concern bridge_tag not present in signal ontology
CONCERN_EXA_241,Understanding the Difference Between Passion and Hobby,ACADEMIC_IDENTITY,Direction Ambiguity Signals,Academic Identity & Meaning,Career Explorer,yes,concern bridge_tag not present in signal ontology
CONCERN_ACA_242,Making Independent Career Decisions,CONFIDENCE_SELF,Self-Doubt Signals,"Confidence, Self-Concept & Comparison",Career Explorer,yes,concern bridge_tag not present in signal ontology
CONCERN_CAR_244,Understanding of Industry Expectations,EMPLOYABILITY,Readiness Gaps,Employability,Career Explorer,yes,concern bridge_tag not present in signal ontology
CONCERN_EMP_245,Balancing Multiple Career Interests Simultaneously,ACADEMIC_IDENTITY,Decision Overload Signals,Academic Identity & Meaning,Career Explorer,yes,concern bridge_tag not present in signal ontology
CONCERN_ACA_246,Career Conversations with Family,COMMUNICATION_EXPRESSION,Avoidance & Hesitation Signals,Communication & Expression,Career Explorer,yes,concern bridge_tag not present in signal ontology
CONCERN_CAR_248,Evaluate Long-Term Career Satisfaction,ACADEMIC_IDENTITY,Future Disconnect Signals,Academic Identity & Meaning,Career Explorer,yes,concern bridge_tag not present in signal ontology
CONCERN_CAR_251,Building Confidence After Career Decision Mistakes,EMOTIONAL_RECOVERY,Regret & Withdrawal Signals,Emotional Recovery,Career Explorer,yes,concern bridge_tag not present in signal ontology
CONCERN_CAR_253,Uncertainty About Future Income Stability,EXAMINATION_STRESS,Chronic Stress Signals,Examination Stress & Emotional Regulation,Career Explorer,yes,concern bridge_tag not present in signal ontology
CONCERN_EXA_254,Exposure to Real Workplace Environments,EMPLOYABILITY,Reality Gap Signals,Employability,Career Explorer,yes,concern bridge_tag not present in signal ontology
CONCERN_CAR_256,Build Career Confidence After Academic Struggles,CONFIDENCE_SELF,Inferiority Signals,"Confidence, Self-Concept & Comparison",Career Explorer,yes,concern bridge_tag not present in signal ontology
CONCERN_CON_257,Fear of Social Judgment in Career Choices,CONFIDENCE_SELF,Fear & Hesitation Signals,"Confidence, Self-Concept & Comparison",Career Explorer,yes,concern bridge_tag not present in signal ontology
CONCERN_CAR_259,Building Consistent Motivation Toward Career Goals,MOTIVATION_VALUES,Engagement Drop Signals,"Motivation, Values & Responsibility",Career Explorer,yes,concern bridge_tag not present in signal ontology
CONCERN_MOT_260,Navigating Career Uncertainty Independently,CONFIDENCE_SELF,Anxiety & Dependency Signals,"Confidence, Self-Concept & Comparison",Career Explorer,yes,concern bridge_tag not present in signal ontology
CONCERN_CON_261,Identifying Core Skill Gaps,SKILL_DEVELOPMENT,Capability Blind Spots,Skill Development,Skill Development Learner,yes,concern bridge_tag not present in signal ontology
CONCERN_DIS_263,Translating Learning into Real Competence,COMPETENCY_DEVELOPMENT,Surface-Level Learning Signals,Competency Development,Skill Development Learner,yes,concern bridge_tag not present in signal ontology
CONCERN_COM_264,Learning New Skills Quickly,CONFIDENCE_SELF,Hesitation & Self-Doubt Signals,"Confidence, Self-Concept & Comparison",Skill Development Learner,yes,concern bridge_tag not present in signal ontology
CONCERN_CON_265,Motivation During Long Learning Cycles,MOTIVATION_VALUES,Engagement Decline Signals,"Motivation, Values & Responsibility",Skill Development Learner,yes,concern bridge_tag not present in signal ontology
CONCERN_MOT_266,Prioritize Important Skills,STRATEGIC_PREPARATION,Scattered Focus Signals,Strategic Preparation,Skill Development Learner,yes,concern bridge_tag not present in signal ontology
CONCERN_STR_267,Applying Skills in Real-World Scenarios,COMPETENCY_DEVELOPMENT,Execution Gap Signals,Competency Development,Skill Development Learner,yes,concern bridge_tag not present in signal ontology
CONCERN_COM_268,Retention of Newly Learned Skills,ACADEMIC_COGNITIVE,Recall Failure Signals,Academic & Cognitive Effectiveness,Skill Development Learner,yes,concern bridge_tag not present in signal ontology
CONCERN_DIS_270,Competing with Highly Skilled Peers,CONFIDENCE_SELF,Inferiority Signals,"Confidence, Self-Concept & Comparison",Skill Development Learner,yes,concern bridge_tag not present in signal ontology
CONCERN_CON_271,Learning Skills Independently Without Guidance,MOTIVATION_VALUES,Passive Dependency Signals,"Motivation, Values & Responsibility",Skill Development Learner,yes,concern bridge_tag not present in signal ontology
CONCERN_MOT_272,Transfer Skills Across Domains,COMPETENCY_DEVELOPMENT,Isolated Competency Signals,Competency Development,Skill Development Learner,yes,concern bridge_tag not present in signal ontology
CONCERN_COM_273,Frustration During Skill Mastery,EMOTIONAL_REGULATION,Emotional Withdrawal Signals,Emotional Regulation,Skill Development Learner,yes,concern bridge_tag not present in signal ontology
CONCERN_CAR_275,Skill Progress Effectively,SELF_REFLECTION,Growth Blind Spot Signals,Self Reflection,Skill Development Learner,yes,concern bridge_tag not present in signal ontology
CONCERN_SEL_276,Problem-Solving Ability During Skill Application,THINKING_QUALITY,Execution Hesitation Signals,Thinking Quality Under Pressure,Skill Development Learner,yes,concern bridge_tag not present in signal ontology
CONCERN_THI_277,Staying Focused During Deep Learning Sessions,ACADEMIC_COGNITIVE,Focus Drift Signals,Academic & Cognitive Effectiveness,Skill Development Learner,yes,concern bridge_tag not present in signal ontology
CONCERN_ACA_278,Publicly Demonstrating Skills,COMMUNICATION_EXPRESSION,Hesitation Signals,Communication & Expression,Skill Development Learner,yes,concern bridge_tag not present in signal ontology
CONCERN_COM_279,Information Overload While Learning,ACADEMIC_COGNITIVE,Cognitive Saturation Signals,Academic & Cognitive Effectiveness,Skill Development Learner,yes,concern bridge_tag not present in signal ontology
CONCERN_ACA_280,Long-Term Commitment to Competency Mastery,MOTIVATION_VALUES,Inconsistent Effort Signals,"Motivation, Values & Responsibility",Skill Development Learner,yes,concern bridge_tag not present in signal ontology
CONCERN_MOT_281,Building Portfolio-Based Evidence of Skills,COMPETENCY_DEVELOPMENT,Low Skill Visibility Signals,Competency Development,Skill Development Learner,yes,concern bridge_tag not present in signal ontology
CONCERN_COM_282,Learn from Constructive Feedback,SELF_REFLECTION,Defensive Behavior Signals,Self Reflection,Skill Development Learner,yes,concern bridge_tag not present in signal ontology
CONCERN_SEL_283,Sustaining Deep Work Without Distractions,ACADEMIC_COGNITIVE,Focus Fragmentation Signals,Academic & Cognitive Effectiveness,Skill Development Learner,yes,concern bridge_tag not present in signal ontology
CONCERN_DIS_286,Solving Unfamiliar Problems,THINKING_QUALITY,Freeze & Hesitation Signals,Thinking Quality Under Pressure,Skill Development Learner,yes,concern bridge_tag not present in signal ontology
