Concern ID,Domain,Concern Cluster,Relevance in India,Parent Anxiety Level,Growth Trend,Severity,CAPADEX Priority,Common Indian Context,Primary Persona,Contextual Modifier,Concern Category,Intelligence Layer,Signal Cluster,Assessment Dimension,Root Cause Group,Intervention Lens,Capability Mapping,Relational_Bridge_Tag,age_min,age_max
CONCERN_CAR_82,Academic & Career Readiness,Weak Research Orientation for Higher Education,Medium,Medium,Rising,Medium,P2,Limited research exposure in colleges,Campus Student,Research Development,Research Orientation Deficit,Inquiry Intelligence,Low Investigative Curiosity,Academic Exploration,Theory-Centric Learning,Research Coaching,Research Preparedness,ACADEMIC_CAREER,18,24
CONCERN_ACA_83,Lifestyle & Pressure Environment,Difficulty Managing Academic Pressure Alongside Internships,High,High,Rising,High,P1,Semester + internship overload,Campus Student,Performance Balance,Academic-Internship Imbalance,Systems Intelligence,Burnout Signals,Holistic Stability,Competing Responsibilities,Balance Coaching,Sustainable Productivity,LIFESTYLE_PRESSURE,18,24
CONCERN_LIF_84,Employability,Weak Professional Etiquette During Industry Interaction,Medium,Medium,Rising,Medium,P2,Informal communication culture,Campus Student,Workplace Adaptation,Professional Etiquette Weakness,Social Intelligence,Workplace Misalignment,Professional Interaction,Lack of Corporate Exposure,Etiquette Coaching,Workplace Professionalism,EMPLOYABILITY,18,24
CONCERN_EMP_85,Examination Stress & Emotional Regulation,Difficulty Handling Failure in Competitive Exams After Graduation,High,Critical,Rising,Critical,P1,UPSC/GATE/CAT failure pressure,Campus Student,Competitive Aspirant,Post-Graduation Competitive Failure Stress,Emotional Intelligence,Emotional Withdrawal Signals,Recovery Stability,Identity Linked to Success,Recovery Coaching,Emotional Resilience,EXAMINATION_STRESS,20,26
CONCERN_EXA_86,Career Readiness,Weak Strategic Planning for Career Milestones,High,High,Rising,High,P1,No roadmap for career growth,Campus Student,Career Planning,Career Milestone Planning Weakness,Strategic Intelligence,Direction Confusion,Long-Term Readiness,Lack of Mentorship,Strategic Coaching,Career Roadmapping,CAREER_READINESS,18,24
CONCERN_CAR_87,Employability,Difficulty Building Confidence in Workplace Decision-Making,High,Medium,Rising,Medium,P2,Fear of making professional mistakes,Campus Student,Workplace Readiness,Workplace Decision Anxiety,Emotional Intelligence,Hesitation Signals,Professional Judgment,Low Industry Exposure,Decision Coaching,Workplace Confidence,EMPLOYABILITY,20,24
CONCERN_EMP_88,Employability,Weak Ability to Learn Independently Beyond Curriculum,High,Medium,Rising,High,P1,Reliance on syllabus-only learning,Campus Student,Self Learning,Independent Upskilling Weakness,Ownership Intelligence,Passive Learning Dependence,Career Competitiveness,Lack of Self-Driven Exploration,Self-Learning Coaching,Lifelong Learning,EMPLOYABILITY,18,24
CONCERN_EMP_89,Examination Stress & Emotional Regulation,Difficulty Managing Uncertainty About Future Stability,High,Critical,Rising,Critical,P1,Economic instability fears,Campus Student,Career Anxiety,Future Stability Anxiety,Emotional Intelligence,Chronic Stress Signals,Emotional Stability,Uncertain Career Environment,Emotional Coaching,Future Resilience,EXAMINATION_STRESS,20,26
CONCERN_EXA_90,Communication & Expression,Weak Confidence in Cross-Cultural Communication,Medium,Medium,Rising,Medium,P2,Global workplace communication gaps,Campus Student,Global Communication,Cross-Cultural Communication Weakness,Social Intelligence,Interaction Hesitation,Global Readiness,Limited International Exposure,Communication Coaching,Cultural Adaptability,COMMUNICATION_EXPRESSION,18,24
CONCERN_COM_91,"Motivation, Values & Responsibility",Difficulty Managing Motivation During Long Competitive Preparation,High,High,Rising,High,P1,UPSC/GATE preparation fatigue,Campus Student,Long-Term Preparation,Competitive Preparation Burnout,Motivational Intelligence,Motivation Collapse Signals,Persistence Stability,Delayed Reward Pressure,Motivation Coaching,Long-Term Endurance,MOTIVATION_VALUES,20,26
CONCERN_MOT_92,Career Readiness,Weak Career Adaptability During Industry Changes,High,High,Rising,High,P1,AI-driven career disruption,Campus Student,Industry Adaptation,Career Adaptability Weakness,Adaptive Intelligence,Fear of Obsolescence,Future Readiness,Low Adaptability Skills,Adaptability Coaching,Career Agility,CAREER_READINESS,18,26
CONCERN_CAR_93,Examination Stress & Emotional Regulation,Difficulty Building Emotional Stability in Professional Rejections,High,High,Rising,High,P1,Job rejection stress,Campus Student,Recovery Intelligence,Professional Rejection Sensitivity,Emotional Intelligence,Emotional Withdrawal,Recovery Stability,Fear of Inadequacy,Recovery Coaching,Professional Resilience,EXAMINATION_STRESS,20,26
CONCERN_EXA_94,Thinking Quality Under Pressure,Weak Structured Thinking During Case Interviews,High,Medium,Rising,High,P1,Consulting/management interview difficulty,Campus Student,Strategic Thinking,Case Interview Structuring Weakness,Analytical Intelligence,Disorganized Reasoning,Problem-Solving Stability,Weak Structured Analysis,Strategic Coaching,Structured Thinking,THINKING_QUALITY,20,24
CONCERN_THI_95,Career Readiness,Difficulty Building Long-Term Financial Career Awareness,Medium,Medium,Rising,Medium,P2,Poor salary/financial planning awareness,Campus Student,Financial Awareness,Financial Career Planning Weakness,Strategic Intelligence,Unrealistic Expectations,Financial Readiness,Lack of Exposure,Financial Coaching,Career Sustainability,CAREER_READINESS,18,24
CONCERN_CAR_96,Career Readiness,Weak Confidence in Professional Networking Platforms,Medium,Medium,Rising,Medium,P2,Hesitation using LinkedIn professionally,Campus Student,Digital Professionalism,Digital Networking Anxiety,Social Intelligence,Low Online Engagement,Networking Readiness,Lack of Professional Branding,Networking Coaching,Digital Career Presence,CAREER_READINESS,18,24
CONCERN_CAR_97,"Discipline, Habits & Consistency",Difficulty Maintaining Learning Discipline in Online Courses,Medium,Medium,Rising,Medium,P2,Incomplete online certifications,Campus Student,Self Regulation,Online Learning Discipline Weakness,Habit Intelligence,Course Drop-Off Signals,Learning Continuity,Weak Self-Accountability,Discipline Coaching,Self-Paced Learning,DISCIPLINE_HABITS,18,24
CONCERN_DIS_98,Employability,Weak Ability to Translate Projects into Career Value,High,Medium,Rising,High,P1,Difficulty explaining project relevance,Campus Student,Career Positioning,Project-to-Career Translation Weakness,Applied Intelligence,Weak Skill Articulation,Employability Positioning,Limited Industry Perspective,Career Coaching,Professional Storytelling,EMPLOYABILITY,18,24
CONCERN_EMP_99,Examination Stress & Emotional Regulation,Difficulty Building Emotional Independence During Career Delays,High,Critical,Rising,Critical,P1,Delayed placement/job stress,Campus Student,Emotional Independence,Career Delay Emotional Instability,Emotional Intelligence,Dependency & Anxiety Signals,Emotional Stability,Social & Family Pressure,Emotional Coaching,Independent Resilience,EXAMINATION_STRESS,20,26
CONCERN_EXA_100,Career Readiness & Holistic Development,Weak Holistic Readiness for Professional Life Transition,Very High,Critical,Rising,Critical,P1,Transition from campus to corporate life,Campus Student,Professional Transition,Professional Life Readiness Gap,Systems Intelligence,Transition Instability Signals,Life & Career Readiness,Limited Real-World Preparation,Transition Coaching,Professional Adaptability,CAREER_READINESS,20,26
CONCERN_CAR_101,"Motivation, Values & Responsibility",Difficulty Sustaining Long-Term Competitive Preparation,Very High,Critical,Rising,Critical,P1,JEE/NEET/UPSC preparation fatigue,Competitive Aspirant,Long-Term Preparation,Competitive Preparation Burnout,Motivational Intelligence,Persistence Decline Signals,Endurance Stability,Delayed Reward Pressure,Motivation Coaching,Long-Term Consistency,MOTIVATION_VALUES,16,28
CONCERN_MOT_102,Thinking Quality Under Pressure,Weak Accuracy Under Extreme Time Pressure,Very High,Critical,Rising,Critical,P1,Mock test performance collapse,Competitive Aspirant,Exam Execution,Timed Accuracy Weakness,Cognitive Intelligence,Stress-Induced Errors,Precision Stability,Anxiety Overload,Accuracy Coaching,Precision Under Pressure,THINKING_QUALITY,16,28
CONCERN_THI_103,Examination Stress & Emotional Regulation,Difficulty Managing Fear of Failure in Competitive Exams,Very High,Critical,Rising,Critical,P1,High-stakes exam pressure,Competitive Aspirant,Emotional Regulation,Competitive Failure Anxiety,Emotional Intelligence,Panic & Avoidance Signals,Emotional Stability,Identity Linked to Success,Stress Coaching,Emotional Resilience,EXAMINATION_STRESS,16,28
CONCERN_EXA_104,"Discipline, Habits & Consistency",Weak Revision Consistency During Preparation Cycles,High,High,Rising,High,P1,Irregular revision schedules,Competitive Aspirant,Revision Discipline,Revision Inconsistency,Habit Intelligence,Preparation Gaps,Long-Term Retention,Weak Reinforcement Habits,Revision Coaching,Consistent Preparation,DISCIPLINE_HABITS,16,28
CONCERN_DIS_105,"Confidence, Self-Concept & Comparison",Difficulty Handling Comparison with High Performers,Very High,Critical,Rising,Critical,P1,AIR/rank comparison culture,Competitive Aspirant,Social Comparison,Rank Comparison Anxiety,Emotional Intelligence,Inferiority Signals,Confidence Stability,External Validation Dependency,Confidence Coaching,Healthy Self-Worth,CONFIDENCE_SELF,16,28
CONCERN_CON_106,Academic & Cognitive Effectiveness,Weak Conceptual Clarity Despite Repeated Practice,Very High,High,Rising,High,P1,Coaching-based rote preparation,Competitive Aspirant,Foundational Learning,Conceptual Understanding Deficit,Foundational Intelligence,Surface-Level Learning,Deep Comprehension,Memorization Dependency,Concept Coaching,Deep Understanding,ACADEMIC_COGNITIVE,16,28
CONCERN_ACA_107,Examination Stress & Emotional Regulation,Difficulty Managing Mock Test Anxiety,High,High,Rising,High,P1,Panic during practice tests,Competitive Aspirant,Test Simulation,Mock Test Stress Instability,Emotional Intelligence,Panic Signals,Pressure Stability,Fear of Low Scores,Stress Coaching,Test Readiness,EXAMINATION_STRESS,16,28
CONCERN_EXA_108,Academic & Cognitive Effectiveness,Weak Retention of Previously Learned Concepts,High,Medium,Rising,Medium,P2,Forgetting solved concepts,Competitive Aspirant,Cognitive Development,Retention Instability,Cognitive Intelligence,Recall Failure Signals,Long-Term Retention,Weak Revision Cycles,Retention Coaching,Memory Stability,ACADEMIC_COGNITIVE,16,28
CONCERN_ACA_109,"Discipline, Habits & Consistency",Difficulty Balancing Multiple Subjects Simultaneously,High,High,Rising,High,P1,PCM/Biology + aptitude overload,Competitive Aspirant,Strategic Preparation,Multi-Subject Coordination Weakness,Strategic Intelligence,Planning Conflicts,Workload Management,Weak Prioritization Skills,Planning Coaching,Strategic Preparation,DISCIPLINE_HABITS,16,28
CONCERN_DIS_110,Examination Stress & Emotional Regulation,Weak Emotional Recovery After Poor Mock Scores,High,Critical,Rising,High,P1,Demotivation after low marks,Competitive Aspirant,Recovery Intelligence,Post-Test Emotional Collapse,Emotional Intelligence,Withdrawal Signals,Recovery Stability,Fear-Based Self-Worth,Recovery Coaching,Exam Resilience,EXAMINATION_STRESS,16,28
CONCERN_EXA_111,Academic & Cognitive Effectiveness,Difficulty Maintaining Focus During Long Study Hours,Very High,High,Rising,High,P1,10–14 hour preparation schedules,Competitive Aspirant,Sustained Attention,Long-Duration Attention Fatigue,Cognitive Intelligence,Attention Drift,Cognitive Endurance,Mental Exhaustion,Focus Coaching,Sustained Attention,ACADEMIC_COGNITIVE,16,28
CONCERN_ACA_112,"Confidence, Self-Concept & Comparison",Weak Confidence in Solving Advanced Problems,High,High,Rising,High,P1,Fear of difficult questions,Competitive Aspirant,Advanced Problem Solving,Complex Problem Anxiety,Emotional Intelligence,Self-Doubt Signals,Analytical Confidence,Fear of Failure,Confidence Coaching,Advanced Reasoning,CONFIDENCE_SELF,16,28
CONCERN_CON_113,Examination Stress & Emotional Regulation,Difficulty Handling Uncertainty About Results,Very High,Critical,Rising,Critical,P1,Future uncertainty before results,Competitive Aspirant,Emotional Stability,Result Uncertainty Anxiety,Emotional Intelligence,Chronic Stress Signals,Emotional Stability,High-Stakes Dependency,Emotional Coaching,Psychological Stability,EXAMINATION_STRESS,16,28
CONCERN_EXA_114,"Discipline, Habits & Consistency",Weak Self-Discipline Without External Monitoring,High,High,Rising,High,P1,Self-study inconsistency,Competitive Aspirant,Self Regulation,Independent Discipline Weakness,Behavioral Intelligence,Productivity Drift,Routine Stability,Weak Internal Accountability,Discipline Coaching,Self-Regulation,DISCIPLINE_HABITS,16,28
CONCERN_DIS_115,Lifestyle & Pressure Environment,Difficulty Managing Burnout During Long Preparation Phases,Very High,Critical,Rising,Critical,P1,Multi-year preparation fatigue,Competitive Aspirant,Burnout Prevention,Competitive Burnout Risk,Wellness Intelligence,Emotional Exhaustion,Recovery Stability,Chronic Academic Pressure,Burnout Coaching,Sustainable Performance,LIFESTYLE_PRESSURE,16,28
CONCERN_LIF_116,Self Reflection,Weak Ability to Learn from Mistakes in Mock Tests,High,Medium,Rising,Medium,P2,Repeating avoidable errors,Competitive Aspirant,Reflective Learning,Mock Test Reflection Weakness,Metacognitive Intelligence,Error Repetition Signals,Self-Correction,Weak Reflective Habits,Reflection Coaching,Performance Improvement,SELF_REFLECTION,16,28
CONCERN_SEL_117,Social & Emotional Intelligence,Difficulty Handling Peer Pressure in Coaching Environments,High,High,Rising,High,P1,Toxic competitive atmosphere,Competitive Aspirant,Social Adaptation,Coaching Peer Pressure Stress,Emotional Intelligence,Social Anxiety Signals,Emotional Stability,Hypercompetitive Ecosystem,Emotional Coaching,Healthy Competition,SOCIAL_EMOTIONAL,16,28
CONCERN_SOC_118,Examination Readiness,Weak Time Allocation During Competitive Exams,Very High,Critical,Rising,Critical,P1,Incomplete paper attempts,Competitive Aspirant,Exam Strategy,Time Management Deficit,Strategic Intelligence,Poor Attempt Sequencing,Timed Performance,Weak Exam Planning,Exam Strategy Coaching,Competitive Execution,EXAMINATION_READINESS,16,28
CONCERN_EXA_119,"Motivation, Values & Responsibility",Difficulty Staying Motivated After Repeated Attempts,Very High,Critical,Rising,Critical,P1,Repeat aspirant emotional fatigue,Competitive Aspirant,Recovery Motivation,Reattempt Motivation Collapse,Motivational Intelligence,Emotional Exhaustion Signals,Motivation Stability,Delayed Success Frustration,Motivation Coaching,Long-Term Endurance,MOTIVATION_VALUES,18,30
