capability_concern_id,capability_name,problem_concern_id,problem_name,confidence_score,mapping_reason
CONCERN_ADJ_442,Build Long-Term Career Stability Early,CONCERN_ADJ_442,Career Stability Weakness,0.97,"display_label is a capability (""Build Long-Term Career Stability Early"") whose concern_category is a deficit-state (""Career Stability Weakness""); topical overlap 1.00"
CONCERN_ADJ_5,Career Direction Clarity,CONCERN_ADJ_5,Career Direction Ambiguity,0.85,"display_label is a capability (""Career Direction Clarity"") whose concern_category is a deficit-state (""Career Direction Ambiguity""); topical overlap 0.50"
CONCERN_ADJ_56,Workplace Problem Prioritization Skills,CONCERN_ADJ_56,Workplace Prioritization Weakness,0.9,"display_label is a capability (""Workplace Problem Prioritization Skills"") whose concern_category is a deficit-state (""Workplace Prioritization Weakness""); topical overlap 0.67"
CONCERN_ASP_1505,Emotional Self-awareness,CONCERN_ASP_1505,Emotional Blindness,0.8,"display_label is a capability (""emotional self-awareness"") whose concern_category is a deficit-state (""Emotional Blindness""); topical overlap 0.33"
CONCERN_ASP_1575,Balancing Passion And Financial Security,CONCERN_ASP_1575,Passion-Security Conflict,0.85,"display_label is a capability (""balancing passion and financial security"") whose concern_category is a deficit-state (""Passion-Security Conflict""); topical overlap 0.50"
CONCERN_ASS_1272,Measure Student Participation Equity,CONCERN_ASS_1272,Participation Equity Blindness,0.97,"display_label is a capability (""Measure Student Participation Equity"") whose concern_category is a deficit-state (""Participation Equity Blindness""); topical overlap 1.00"
CONCERN_BEH_1534,Clarity About Intrinsic Motivations,CONCERN_BEH_1534,Motivation Disconnect,0.7,"display_label is a capability (""clarity about intrinsic motivations"") whose concern_category is a deficit-state (""Motivation Disconnect""); topical overlap 0.00"
CONCERN_BEH_1634,Distinguish Effort From Effectiveness,CONCERN_BEH_1634,Productivity Misjudgment,0.7,"display_label is a capability (""distinguish effort from effectiveness"") whose concern_category is a deficit-state (""Productivity Misjudgment""); topical overlap 0.00"
CONCERN_CAR_1017,Confidence During Skill Assessment Processes,CONCERN_CAR_1017,Skill Assessment Anxiety,0.775,"display_label is a capability (""Confidence During Skill Assessment Processes"") whose concern_category is a deficit-state (""Skill Assessment Anxiety""); topical overlap 0.25"
CONCERN_CAR_1110,Build Sustainable Workplace Habits,CONCERN_CAR_1110,Workplace Discipline Weakness,0.775,"display_label is a capability (""Build Sustainable Workplace Habits"") whose concern_category is a deficit-state (""Workplace Discipline Weakness""); topical overlap 0.25"
CONCERN_CAR_1130,Navigating Complex Team Dynamics,CONCERN_CAR_1130,Team Dynamics Anxiety,0.85,"display_label is a capability (""Navigating Complex Team Dynamics"") whose concern_category is a deficit-state (""Team Dynamics Anxiety""); topical overlap 0.50"
CONCERN_CAR_1148,Build Strategic Influence Without Formal Authority,CONCERN_CAR_1148,Informal Influence Weakness,0.75,"display_label is a capability (""Build Strategic Influence Without Formal Authority"") whose concern_category is a deficit-state (""Informal Influence Weakness""); topical overlap 0.17"
CONCERN_CAR_1379,Understanding of Emerging Careers,CONCERN_CAR_1379,Career Exposure Gap,0.7,"display_label is a capability (""understanding of emerging careers"") whose concern_category is a deficit-state (""Career Exposure Gap""); topical overlap 0.00"
CONCERN_CAR_1383,Awareness About Skill Requirements,CONCERN_CAR_1383,Employability Gap,0.7,"display_label is a capability (""awareness about skill requirements"") whose concern_category is a deficit-state (""Employability Gap""); topical overlap 0.00"
CONCERN_CAR_1392,Communication Impacting Career Opportunities,CONCERN_CAR_1392,Employability Communication Gap,0.76,"display_label is a capability (""communication impacting career opportunities"") whose concern_category is a deficit-state (""Employability Communication Gap""); topical overlap 0.20"
CONCERN_CAR_1398,Balancing Passion And Financial Stability,CONCERN_CAR_1398,Career Sustainability Conflict,0.7,"display_label is a capability (""balancing passion and financial stability"") whose concern_category is a deficit-state (""Career Sustainability Conflict""); topical overlap 0.00"
CONCERN_CAR_1399,Awareness About Vocational Careers,CONCERN_CAR_1399,Vocational Bias,0.775,"display_label is a capability (""awareness about vocational careers"") whose concern_category is a deficit-state (""Vocational Bias""); topical overlap 0.25"
CONCERN_CAR_1403,Understanding of Entrepreneurship Pathways,CONCERN_CAR_1403,Entrepreneurship Blind Spot,0.76,"display_label is a capability (""understanding of entrepreneurship pathways"") whose concern_category is a deficit-state (""Entrepreneurship Blind Spot""); topical overlap 0.20"
CONCERN_CAR_1559,Identifying Personal Strengths,CONCERN_CAR_1559,Strength Blindness,0.7,"display_label is a capability (""identifying personal strengths"") whose concern_category is a deficit-state (""Strength Blindness""); topical overlap 0.00"
CONCERN_CAR_1566,Awareness About Emerging Career Possibilities,CONCERN_CAR_1566,Exposure Gap,0.7,"display_label is a capability (""awareness about emerging career possibilities"") whose concern_category is a deficit-state (""Exposure Gap""); topical overlap 0.00"
CONCERN_CAR_1569,Confidence in Pursuing Creative Careers,CONCERN_CAR_1569,Creative Career Insecurity,0.75,"display_label is a capability (""confidence in pursuing creative careers"") whose concern_category is a deficit-state (""Creative Career Insecurity""); topical overlap 0.17"
CONCERN_CAR_1579,Self-discipline Impacting Career Goals,CONCERN_CAR_1579,Execution Instability,0.7,"display_label is a capability (""self-discipline impacting career goals"") whose concern_category is a deficit-state (""Execution Instability""); topical overlap 0.00"
CONCERN_CAR_1583,Clarity About Personal Work Style Preferences,CONCERN_CAR_1583,Workstyle Ambiguity,0.7,"display_label is a capability (""clarity about personal work style preferences"") whose concern_category is a deficit-state (""Workstyle Ambiguity""); topical overlap 0.00"
CONCERN_CAR_1587,Awareness About Personal Learning Style,CONCERN_CAR_1587,Learning Identity Gap,0.76,"display_label is a capability (""awareness about personal learning style"") whose concern_category is a deficit-state (""Learning Identity Gap""); topical overlap 0.20"
CONCERN_CAR_208,Awareness of Career Requirements And Eligibility,CONCERN_CAR_208,Career Eligibility Knowledge Gap,0.82,"display_label is a capability (""Awareness of Career Requirements and Eligibility"") whose concern_category is a deficit-state (""Career Eligibility Knowledge Gap""); topical overlap 0.40"
CONCERN_CAR_212,Career Decision-Making Confidence,CONCERN_CAR_212,Career Decision Instability,0.82,"display_label is a capability (""Career Decision-Making Confidence"") whose concern_category is a deficit-state (""Career Decision Instability""); topical overlap 0.40"
CONCERN_CAR_222,Awareness of Career Growth Pathways,CONCERN_CAR_222,Career Growth Awareness Deficit,0.925,"display_label is a capability (""Awareness of Career Growth Pathways"") whose concern_category is a deficit-state (""Career Growth Awareness Deficit""); topical overlap 0.75"
CONCERN_CAR_244,Understanding of Industry Expectations,CONCERN_CAR_244,Industry Expectation Awareness Deficit,0.76,"display_label is a capability (""Understanding of Industry Expectations"") whose concern_category is a deficit-state (""Industry Expectation Awareness Deficit""); topical overlap 0.20"
CONCERN_CAR_248,Evaluate Long-Term Career Satisfaction,CONCERN_CAR_248,Career Satisfaction Awareness Deficit,0.9,"display_label is a capability (""Evaluate Long-Term Career Satisfaction"") whose concern_category is a deficit-state (""Career Satisfaction Awareness Deficit""); topical overlap 0.67"
CONCERN_CAR_251,Building Confidence After Career Decision Mistakes,CONCERN_CAR_251,Career Decision Recovery Weakness,0.82,"display_label is a capability (""Building Confidence After Career Decision Mistakes"") whose concern_category is a deficit-state (""Career Decision Recovery Weakness""); topical overlap 0.40"
CONCERN_CAR_259,Building Consistent Motivation Toward Career Goals,CONCERN_CAR_259,Career Motivation Instability,0.8,"display_label is a capability (""Building Consistent Motivation Toward Career Goals"") whose concern_category is a deficit-state (""Career Motivation Instability""); topical overlap 0.33"
CONCERN_CAR_275,Skill Progress Effectively,CONCERN_CAR_275,Skill Progress Awareness Weakness,0.85,"display_label is a capability (""Skill Progress Effectively"") whose concern_category is a deficit-state (""Skill Progress Awareness Weakness""); topical overlap 0.50"
CONCERN_CAR_368,Time Management During Placement Preparation,CONCERN_CAR_368,Placement Preparation Instability,0.82,"display_label is a capability (""Time Management During Placement Preparation"") whose concern_category is a deficit-state (""Placement Preparation Instability""); topical overlap 0.40"
CONCERN_CAR_374,Networking Confidence During Career Events,CONCERN_CAR_374,Networking Interaction Anxiety,0.75,"display_label is a capability (""Networking Confidence During Career Events"") whose concern_category is a deficit-state (""Networking Interaction Anxiety""); topical overlap 0.17"
CONCERN_CAR_380,Workplace Collaboration,CONCERN_CAR_380,Workplace Collaboration Anxiety,0.9,"display_label is a capability (""Workplace Collaboration"") whose concern_category is a deficit-state (""Workplace Collaboration Anxiety""); topical overlap 0.67"
CONCERN_CAR_386,Present Skills During Interviews,CONCERN_CAR_386,Skill Presentation Weakness,0.7,"display_label is a capability (""Present Skills During Interviews"") whose concern_category is a deficit-state (""Skill Presentation Weakness""); topical overlap 0.00"
CONCERN_CAR_39,Building Leadership Confidence in Campus Activities,CONCERN_CAR_39,Leadership Confidence Weakness,0.85,"display_label is a capability (""Building Leadership Confidence in Campus Activities"") whose concern_category is a deficit-state (""Leadership Confidence Weakness""); topical overlap 0.50"
CONCERN_CAR_420,Emotional Stability During Job Market Uncertainty,CONCERN_CAR_420,Job Market Anxiety,0.8,"display_label is a capability (""Emotional Stability During Job Market Uncertainty"") whose concern_category is a deficit-state (""Job Market Anxiety""); topical overlap 0.33"
CONCERN_CAR_445,Work Discipline in Remote/Hybrid Roles,CONCERN_CAR_445,Remote Work Discipline Weakness,0.88,"display_label is a capability (""Work Discipline in Remote/Hybrid Roles"") whose concern_category is a deficit-state (""Remote Work Discipline Weakness""); topical overlap 0.60"
CONCERN_CAR_486,Emotional Stability During Offer Delays,CONCERN_CAR_486,Offer Delay Anxiety,0.75,"display_label is a capability (""Emotional Stability During Offer Delays"") whose concern_category is a deficit-state (""Offer Delay Anxiety""); topical overlap 0.17"
CONCERN_CAR_497,Understanding Employer Expectations Beyond Technical Skills,CONCERN_CAR_497,Employer Expectation Awareness Gap,0.7429,"display_label is a capability (""Understanding Employer Expectations Beyond Technical Skills"") whose concern_category is a deficit-state (""Employer Expectation Awareness Gap""); topical overlap 0.14"
CONCERN_CAR_502,Executive-Level Communication,CONCERN_CAR_502,Executive Communication Anxiety,0.85,"display_label is a capability (""Executive-Level Communication"") whose concern_category is a deficit-state (""Executive Communication Anxiety""); topical overlap 0.50"
CONCERN_CAR_51,Building Portfolio-Based Career Profiles,CONCERN_CAR_51,Portfolio Development Weakness,0.76,"display_label is a capability (""Building Portfolio-Based Career Profiles"") whose concern_category is a deficit-state (""Portfolio Development Weakness""); topical overlap 0.20"
CONCERN_CAR_517,Building a Strategic Long-Term Career Narrative,CONCERN_CAR_517,Career Narrative Instability,0.85,"display_label is a capability (""Building a Strategic Long-Term Career Narrative"") whose concern_category is a deficit-state (""Career Narrative Instability""); topical overlap 0.50"
CONCERN_CAR_535,Building Trust in Personal Competence After Failures,CONCERN_CAR_535,Competence Trust Deficit,0.85,"display_label is a capability (""Building Trust in Personal Competence After Failures"") whose concern_category is a deficit-state (""Competence Trust Deficit""); topical overlap 0.50"
CONCERN_CAR_554,Maintain Self-Discipline During Unemployment,CONCERN_CAR_554,Unemployment Discipline Weakness,0.9,"display_label is a capability (""Maintain Self-Discipline During Unemployment"") whose concern_category is a deficit-state (""Unemployment Discipline Weakness""); topical overlap 0.67"
CONCERN_CAR_566,Leadership Interactions,CONCERN_CAR_566,Leadership Interaction Anxiety,0.775,"display_label is a capability (""Leadership Interactions"") whose concern_category is a deficit-state (""Leadership Interaction Anxiety""); topical overlap 0.25"
