concern_id,concern_name,canonical_type,canonical_entity,confidence_score,reasoning
CONCERN_ACA_246,Career Conversations with Family,Problem,Career Conversations With Family,0.45,no semantic cue; defaulted to Problem
CONCERN_ACA_2461,Students with Weak Academic Confidence After Comparisons,Capability,Students With Weak Academic Confidence After Comparisons,0.75,"capability cue ""confidence"""
CONCERN_ACA_2469,Sequential Thinking Skills,Capability,Sequential Thinking Skills,0.85,"name head ""skills"" → Capability"
CONCERN_ACA_2470,Breaking Down Complex Problems,Problem,Breaking Down Complex Problems,0.45,no semantic cue; defaulted to Problem
CONCERN_ACA_2477,Subject Prioritization Skills,Capability,Subject Prioritization Skills,0.85,"name head ""skills"" → Capability"
CONCERN_ACA_2483,Organizing Study Materials,Capability,Organizing Study Materials,0.7,"leading action verb ""organizing"" → capability"
CONCERN_ACA_249,Emotional Pressure During Stream Changes,Problem,Emotional Pressure During Stream Changes,0.78,"problem cue ""pressure"""
CONCERN_ACA_269,Building Structured Learning Plans,Capability,Building Structured Learning Plans,0.7,"leading action verb ""building"" → capability"
CONCERN_ACA_278,Publicly Demonstrating Skills,Capability,Publicly Demonstrating Skills,0.85,"name head ""skills"" → Capability"
CONCERN_ACA_280,Long-Term Commitment to Competency Mastery,Capability,Long-Term Commitment to Competency Mastery,0.85,"name head ""mastery"" → Capability"
CONCERN_ACA_284,Connect Skills with Career Goals,Capability,Connect Skills With Career Goals,0.75,"capability cue ""skills"""
CONCERN_ACA_289,Building Learning Confidence After Repeated Failures,Capability,Building Learning Confidence After Repeated Failures,0.75,"capability cue ""confidence"""
CONCERN_ACA_291,Learning Momentum After Interruptions,Problem,Learning Momentum After Interruptions,0.45,no semantic cue; defaulted to Problem
CONCERN_ACA_315,Applying Time Management to Skill Acceleration,Capability,Applying Time Management to Skill Acceleration,0.75,"capability cue ""management"""
CONCERN_ACA_326,Balance Depth and Breadth in Learning,Capability,Balance Depth And Breadth in Learning,0.7,"leading action verb ""balance"" → capability"
CONCERN_ACA_340,Build Competency Through Reflection and Iteration,Capability,Build Competency Through Reflection And Iteration,0.75,"capability cue ""competency"""
CONCERN_ACA_347,Building Confidence Across Multiple Competency Areas,Capability,Building Confidence Across Multiple Competency Areas,0.75,"capability cue ""confidence"""
CONCERN_ACA_354,Build Practical Competence Independently,Capability,Build Practical Competence Independently,0.75,"capability cue ""competence"""
CONCERN_ACA_357,Translating Skill Growth into Career Opportunities,Capability,Translating Skill Growth Into Career Opportunities,0.75,"capability cue ""skill"""
CONCERN_ACA_401,Anxiety During HR Rounds,Problem,Anxiety During HR Rounds,0.78,"problem cue ""anxiety"""
CONCERN_ACA_406,Handle Multiple Interview Processes Simultaneously,Capability,Handle Multiple Interview Processes Simultaneously,0.7,"leading action verb ""handle"" → capability"
CONCERN_ACA_451,Building Professional Confidence Without Constant Validation,Capability,Building Professional Confidence Without Constant Validation,0.75,"capability cue ""confidence"""
CONCERN_ACA_458,Translate Performance into Career Growth Opportunities,Problem,Translate Performance Into Career Growth Opportunities,0.45,no semantic cue; defaulted to Problem
CONCERN_ACA_471,Age-Based Hiring Competition,Problem,Age-Based Hiring Competition,0.45,no semantic cue; defaulted to Problem
CONCERN_ACA_490,Leadership Interviews,Capability,Leadership Interviews,0.75,"capability cue ""leadership"""
CONCERN_ACA_540,Communicate Strategic Career Intentions,Capability,Communicate Strategic Career Intentions,0.7,"leading action verb ""communicate"" → capability"
CONCERN_ACA_580,Career Growth Potential,Problem,Career Growth Potential,0.45,no semantic cue; defaulted to Problem
CONCERN_ACA_603,Building Influence Across Senior Stakeholders,Capability,Building Influence Across Senior Stakeholders,0.7,"leading action verb ""building"" → capability"
CONCERN_ACA_624,Influencing Organizational Decisions,Problem,Influencing Organizational Decisions,0.45,no semantic cue; defaulted to Problem
CONCERN_ACA_641,Emotional Dependence on Workplace Validation,Trait,Emotional Dependence on Workplace Validation,0.8,"trait cue ""dependence"""
CONCERN_ACA_651,Identity Conflict Between Role and Personal Values,Problem,Identity Conflict Between Role And Personal Values,0.78,"problem cue ""conflict"""
CONCERN_ACA_652,Transitioning Into Strategic Leadership Roles,Capability,Transitioning Into Strategic Leadership Roles,0.75,"capability cue ""leadership"""
CONCERN_ACA_718,Leading Small Responsibilities,Capability,Leading Small Responsibilities,0.7,"leading action verb ""leading"" → capability"
CONCERN_ACA_730,Build Strategic Workplace Relationships,Capability,Build Strategic Workplace Relationships,0.7,"leading action verb ""build"" → capability"
CONCERN_ACA_738,Understand Organizational Goals Beyond Tasks,Problem,Understand Organizational Goals Beyond Tasks,0.45,no semantic cue; defaulted to Problem
CONCERN_ACA_74,Emotional Recovery After Academic Setbacks in College,Problem,Emotional Recovery After Academic Setbacks in College,0.45,no semantic cue; defaulted to Problem
CONCERN_ACA_749,Emotional Reactions to Delayed Career Progress,Problem,Emotional Reactions to Delayed Career Progress,0.45,no semantic cue; defaulted to Problem
CONCERN_ACA_752,Professional Networking Situations,Problem,Professional Networking Situations,0.45,no semantic cue; defaulted to Problem
CONCERN_ACA_779,Cross-Generational Team Dynamics,Problem,Cross-Generational Team Dynamics,0.45,no semantic cue; defaulted to Problem
CONCERN_ACA_788,Managing Senior Leadership Visibility,Capability,Managing Senior Leadership Visibility,0.85,"name head ""visibility"" → Capability"
CONCERN_ACA_81,Building Confidence for Higher Studies Abroad,Capability,Building Confidence For Higher Studies Abroad,0.75,"capability cue ""confidence"""
CONCERN_ACA_83,Academic Pressure Alongside Internships,Problem,Academic Pressure Alongside Internships,0.78,"problem cue ""pressure"""
CONCERN_ACA_844,Transitioning to C-Suite Readiness,Outcome,Transitioning to C-Suite Readiness,0.85,"outcome cue ""readiness"""
CONCERN_ACA_855,Leadership Loneliness During High Responsibility Phases,Capability,Leadership Loneliness During High Responsibility Phases,0.75,"capability cue ""leadership"""
CONCERN_ACA_876,Develop Strategic Talent Pipelines,Capability,Develop Strategic Talent Pipelines,0.7,"leading action verb ""develop"" → capability"
CONCERN_ACA_934,Leading Through Technological Disruption,Capability,Leading Through Technological Disruption,0.7,"leading action verb ""leading"" → capability"
CONCERN_ACA_953,Balancing Enterprise Expansion with Leadership Stability,Capability,Balancing Enterprise Expansion With Leadership Stability,0.85,"name head ""stability"" → Capability"
CONCERN_ACA_964,Position Prior Experience Strategically,Problem,Position Prior Experience Strategically,0.45,no semantic cue; defaulted to Problem
CONCERN_ACC_1546,Fear of stepping outside comfort zone,Problem,Fear of Stepping Outside Comfort Zone,0.78,"problem cue ""fear"""
CONCERN_ACC_1639,reflection on communication and relationships,Capability,Reflection on Communication And Relationships,0.75,"capability cue ""communication"""
CONCERN_ADA_1251,Detecting Institutional Decision Paralysis Among Students,Problem,Detecting Institutional Decision Paralysis Among Students,0.78,"problem cue ""paralysis"""
CONCERN_ADA_1274,Visibility into Student Attention Stability During Classes,Capability,Visibility Into Student Attention Stability During Classes,0.75,"capability cue ""visibility"""
CONCERN_ADA_1287,Detecting Early Academic Decline Across Students,Outcome,Detecting Early Academic Decline Across Students,0.85,"outcome cue ""decline"""
CONCERN_ADA_1300,Visibility into Student Recovery After Academic Failure,Outcome,Visibility Into Student Recovery After Academic Failure,0.85,"outcome cue ""failure"""
CONCERN_ADA_1326,Visibility into Internship Readiness Across Students,Outcome,Visibility Into Internship Readiness Across Students,0.85,"outcome cue ""readiness"""
CONCERN_ADA_1339,Placement Preparation Effectiveness Institutionally,Capability,Placement Preparation Effectiveness Institutionally,0.75,"capability cue ""effectiveness"""
CONCERN_ADA_1420,balance academics and personal life,Capability,Balance Academics And Personal Life,0.7,"leading action verb ""balance"" → capability"
CONCERN_ADA_1444,persistence in difficult subjects,Capability,Persistence in Difficult Subjects,0.75,"capability cue ""persistence"""
CONCERN_ADA_1479,Students lacking ownership and accountability,Capability,Students Lacking Ownership And Accountability,0.75,"capability cue ""ownership"""
CONCERN_ADA_1519,identifying motivational drivers,Capability,Identifying Motivational Drivers,0.7,"leading action verb ""identifying"" → capability"
CONCERN_ADA_1544,articulating strengths confidently,Problem,Articulating Strengths Confidently,0.45,no semantic cue; defaulted to Problem
CONCERN_ADA_1641,consistency between goals and actions,Problem,Consistency Between Goals And Actions,0.45,no semantic cue; defaulted to Problem
CONCERN_ADA_319,Emotional Fatigue from Continuous Improvement Pressure,Outcome,Emotional Fatigue From Continuous Improvement Pressure,0.85,"outcome cue ""fatigue"""
CONCERN_ADA_351,Building Competency Confidence Without Comparisons,Capability,Building Competency Confidence Without Comparisons,0.75,"capability cue ""competency"""
CONCERN_ADA_570,Decision-Making Under Pressure,Problem,Decision-Making Under Pressure,0.85,"name head ""pressure"" → Problem"
CONCERN_ADJ_12,Academic Accountability in College,Problem,Academic Accountability in College,0.45,no semantic cue; defaulted to Problem
CONCERN_ADJ_128,Accuracy in Easy Questions Due to Overthinking,Behavior,Accuracy in Easy Questions Due to Overthinking,0.85,"name head ""overthinking"" → Behavior"
CONCERN_ADJ_156,Identify Personal Preparation Gaps,Problem,Identify Personal Preparation Gaps,0.85,"name head ""gaps"" → Problem"
CONCERN_ADJ_1689,Concept Application Skills,Capability,Concept Application Skills,0.85,"name head ""skills"" → Capability"
CONCERN_ADJ_1741,Parent-Child Communication Gap,Problem,Parent-Child Communication Gap,0.85,"name head ""gap"" → Problem"
CONCERN_ADJ_1749,Discipline,Capability,Discipline,0.85,"name head ""discipline"" → Capability"
CONCERN_ADJ_1758,Excessive Validation Seeking,Problem,Excessive Validation Seeking,0.55,"negative polarity, no explicit cue"
CONCERN_ADJ_1784,Device Dependency During Meals,Trait,Device Dependency During Meals,0.8,"trait cue ""dependency"""
CONCERN_ADJ_1788,Child Becoming Aggressively Reactive,Problem,Child Becoming Aggressively Reactive,0.45,no semantic cue; defaulted to Problem
CONCERN_ADJ_1794,Fear of Teachers,Problem,Fear of Teachers,0.78,"problem cue ""fear"""
CONCERN_ADJ_1810,Accountability,Problem,Accountability,0.45,no semantic cue; defaulted to Problem
CONCERN_ADJ_1815,Emotional Effects of Divorce,Problem,Emotional Effects of Divorce,0.45,no semantic cue; defaulted to Problem
CONCERN_ADJ_1816,Grief & Loss Adjustment,Outcome,Grief & Loss Adjustment,0.85,"outcome cue ""loss"""
CONCERN_ADJ_1817,Excessive Perfectionism,Trait,Excessive Perfectionism,0.85,"name head ""perfectionism"" → Trait"
CONCERN_ADJ_1848,Peer Success,Outcome,Peer Success,0.85,"outcome cue ""success"""
CONCERN_ADJ_1868,Reduced Attention During Online Classes,Problem,Reduced Attention During Online Classes,0.45,no semantic cue; defaulted to Problem
CONCERN_ADJ_1894,Child Becoming Emotionally Avoidant,Problem,Child Becoming Emotionally Avoidant,0.45,no semantic cue; defaulted to Problem
CONCERN_ADJ_1895,Child Struggling to Build Habits,Problem,Child Struggling to Build Habits,0.55,"negative polarity, no explicit cue"
CONCERN_ADJ_1919,Child Feeling Emotionally Unsupported,Problem,Child Feeling Emotionally Unsupported,0.45,no semantic cue; defaulted to Problem
CONCERN_ADJ_1920,Child Becoming Too Influenced by Viral Trends,Problem,Child Becoming Too Influenced by Viral Trends,0.45,no semantic cue; defaulted to Problem
CONCERN_ADJ_1991,Learning Persistence,Capability,Learning Persistence,0.85,"name head ""persistence"" → Capability"
CONCERN_ADJ_210,Non-Traditional Career Paths,Problem,Non-Traditional Career Paths,0.45,no semantic cue; defaulted to Problem
CONCERN_ADJ_2110,Adaptability to New Teachers,Trait,Adaptability to New Teachers,0.8,"trait cue ""adaptability"""
CONCERN_ADJ_2114,Adaptation to Competency-Based Education,Capability,Adaptation to Competency-Based Education,0.75,"capability cue ""competency"""
CONCERN_ADJ_2216,Supporting Students with Weak Subject Integration Skills,Capability,Supporting Students With Weak Subject Integration Skills,0.85,"name head ""skills"" → Capability"
CONCERN_ADJ_2222,Handling Students with Weak Learning Ownership,Capability,Handling Students With Weak Learning Ownership,0.85,"name head ""ownership"" → Capability"
CONCERN_ADJ_2230,Managing Students with Weak Self-Learning Habits,Capability,Managing Students With Weak Self-Learning Habits,0.7,"leading action verb ""managing"" → capability"
CONCERN_ADJ_2301,Building a Balanced Academic & Emotional Classroom Ecosystem,Capability,Building a Balanced Academic & Emotional Classroom Ecosystem,0.7,"leading action verb ""building"" → capability"
CONCERN_ADJ_2320,Emotional Recovery After Peer Rejection,Problem,Emotional Recovery After Peer Rejection,0.45,no semantic cue; defaulted to Problem
CONCERN_ADJ_2327,Child Avoiding Difficult Subjects Repeatedly,Problem,Child Avoiding Difficult Subjects Repeatedly,0.55,"negative polarity, no explicit cue"
CONCERN_ADJ_2368,Students Struggling to Adjust Socially,Problem,Students Struggling to Adjust Socially,0.55,"negative polarity, no explicit cue"
CONCERN_ADJ_2369,Emotional Instability Due to Family Expectations,Problem,Emotional Instability Due to Family Expectations,0.78,"problem cue ""instability"""
CONCERN_ADJ_2370,Coping Capacity During Academic Overload,Problem,Coping Capacity During Academic Overload,0.85,"name head ""overload"" → Problem"
CONCERN_ADJ_2371,Students Becoming Emotionally Withdrawn,Problem,Students Becoming Emotionally Withdrawn,0.45,no semantic cue; defaulted to Problem
CONCERN_ADJ_2372,Emotional Regulation in Peer Interactions,Capability,Emotional Regulation in Peer Interactions,0.75,"capability cue ""regulation"""
