bridge_tag,concern_count,classification,rank,candidate_family,domain,family_signal_count,similarity,shared_tokens,example_signals,relationship_path
ACADEMIC_COGNITIVE,140,GREEN,1,"learning_processing_signals","Cognitive Intelligence",40,0.2932,"comprehension concept retention process cognitive conceptual","Applied Learning Effectiveness | Conceptual Processing Depth | Stable Comprehension Under Complexity | Continuous Learning Optimization | Processing Stability Under Pressure","ACADEMIC_COGNITIVE -> Cognitive Intelligence -> learning_processing_signals"
INQUIRY_CURIOSITY,5,GREEN,3,"exploration_drive_signals","Creativity Intelligence",40,0.198,"creativity inquiry curiosity learn","Civilization Scale Exploration Drive | Transformational Exploration Behavior | Ultimate Transformational Exploration Intelligence | Transformational Knowledge Expansion | Civilization Scale Curiosity Architecture","INQUIRY_CURIOSITY -> Creativity Intelligence -> exploration_drive_signals"
ORGANIZATIONAL_DEVELOPMENT,4,YELLOW,1,"professional_competency_signals","Employability Intelligence",40,0.2057,"competency execution adaptability","Elite Execution Reliability | Applied Technical Competence | Precision Oriented Work Behavior | Technical Execution Accuracy | Technical Tool Mastery","ORGANIZATIONAL_DEVELOPMENT -> Employability Intelligence -> professional_competency_signals"
ORGANIZATIONAL_DEVELOPMENT,4,YELLOW,2,"practical_transition_signals","Career Intelligence",40,0.1377,"readines culture organizational expectation build execution","Workplace Execution Maturity | Practical Problem Solving Shift | Real World Execution Orientation | Professional Learning Application | Ambiguity Handling Readiness","ORGANIZATIONAL_DEVELOPMENT -> Career Intelligence -> practical_transition_signals"
ORGANIZATIONAL_DEVELOPMENT,4,YELLOW,3,"future_planning_signals","Career Intelligence",40,0.1332,"competency vision build goal adaptability execution","Long Term Learning Commitment | Delayed Gratification Orientation | Future Execution Discipline | Self Investment Orientation | Future Execution Alignment","ORGANIZATIONAL_DEVELOPMENT -> Career Intelligence -> future_planning_signals"
ACADEMIC_RISK,4,GREEN,1,"academic_confidence_signals","Learning Intelligence",40,0.273,"academic learn risk failure","Long Term Learning Confidence | Growth Mindset Learning Confidence | Problem Solving Confidence | Failure Recovery Learning Confidence | Analytical Learning Confidence","ACADEMIC_RISK -> Learning Intelligence -> academic_confidence_signals"
ACADEMIC_RISK,4,GREEN,2,"fear_signals","Emotional Intelligence",40,0.2092,"academic fear failure risk avoidance","Placement Fear | Fear of Failure | Inadequacy Fear | Future Failure Visualization | Interview Fear","ACADEMIC_RISK -> Emotional Intelligence -> fear_signals"
ACADEMIC_RISK,4,GREEN,3,"learning_resilience_signals","Learning Intelligence",40,0.2024,"academic learn failure ability","Repeated Failure Endurance | Sustained Learning Grit | Growth After Academic Adversity | Long Term Learning Commitment | Academic Persistence Strength","ACADEMIC_RISK -> Learning Intelligence -> learning_resilience_signals"
ORGANIZATIONAL_EFFECTIVENESS,4,YELLOW,1,"academic_confidence_signals","Learning Intelligence",40,0.1417,"academic learn visibility","Long Term Learning Confidence | Growth Mindset Learning Confidence | Problem Solving Confidence | Failure Recovery Learning Confidence | Analytical Learning Confidence","ORGANIZATIONAL_EFFECTIVENESS -> Learning Intelligence -> academic_confidence_signals"
ORGANIZATIONAL_EFFECTIVENESS,4,YELLOW,2,"learning_processing_signals","Cognitive Intelligence",40,0.1361,"effectivenes layer learn multi","Applied Learning Effectiveness | Conceptual Processing Depth | Stable Comprehension Under Complexity | Continuous Learning Optimization | Processing Stability Under Pressure","ORGANIZATIONAL_EFFECTIVENESS -> Cognitive Intelligence -> learning_processing_signals"
ORGANIZATIONAL_EFFECTIVENESS,4,YELLOW,3,"recovery_quality_signals","Wellbeing Intelligence",40,0.1076,"effectivenes holistic","Holistic Recovery Integration | Multidimensional Recovery Balance | Peak Recovery Optimization | Long Term Wellbeing Sustainability | Sleep Quality Restoration","ORGANIZATIONAL_EFFECTIVENESS -> Wellbeing Intelligence -> recovery_quality_signals"
CAREER_IDENTITY,4,GREEN,1,"career_clarity_signals","Career Intelligence",20,0.3354,"career confusion direction clarity identity dependency","Career Direction Confusion | Fear Based Career Selection | Career Decision Avoidance | Career Identity Fragmentation | Future Role Uncertainty","CAREER_IDENTITY -> Career Intelligence -> career_clarity_signals"
CAREER_IDENTITY,4,GREEN,2,"direction_signals","Career Intelligence",40,0.3343,"career direction confusion weak peer identity","Chronic Career Ambiguity | Lack Of Career Vision | Lack Of Professional Alignment | Fragmented Professional Identity | Lack Of Career Structure","CAREER_IDENTITY -> Career Intelligence -> direction_signals"
CAREER_IDENTITY,4,GREEN,3,"career_decision_signals","Career Intelligence",40,0.2518,"career confusion peer clarity identity dependency","Long-Term Career Vision | Career Execution Consistency | Long Term Professional Commitment | Strategic Career Alignment | Career Decision Resilience","CAREER_IDENTITY -> Career Intelligence -> career_decision_signals"
SELF_DISCOVERY,4,YELLOW,1,"personal_values_signals","Identity Intelligence",40,0.1632,"personal between awarenes self","Integrity Under Pressure | Ethical Courage | Value Based Identity Stability | Truth Orientation | Ethical Identity Integration","SELF_DISCOVERY -> Identity Intelligence -> personal_values_signals"
SELF_DISCOVERY,4,YELLOW,2,"professional_competency_signals","Employability Intelligence",40,0.1589,"competency awarenes","Elite Execution Reliability | Applied Technical Competence | Precision Oriented Work Behavior | Technical Execution Accuracy | Technical Tool Mastery","SELF_DISCOVERY -> Employability Intelligence -> professional_competency_signals"
SELF_DISCOVERY,4,YELLOW,3,"career_exploration_signals","Career Intelligence",40,0.1417,"interest discovery awarenes self","Experimentation With Roles | Exploratory Project Participation | Exploratory Side Project Creation | Self Driven Career Research | Future Of Work Curiosity","SELF_DISCOVERY -> Career Intelligence -> career_exploration_signals"
SELF_EXPLORATION,4,YELLOW,1,"self_awareness_signals","Identity Intelligence",40,0.1837,"personal awarenes strength self learn","Self Growth Orientation | Self Meaning Construction | Self Identity Stability | Introspective Depth | Emotional Honesty Capacity","SELF_EXPLORATION -> Identity Intelligence -> self_awareness_signals"
SELF_EXPLORATION,4,YELLOW,2,"personal_values_signals","Identity Intelligence",40,0.1773,"personal awarenes self","Integrity Under Pressure | Ethical Courage | Value Based Identity Stability | Truth Orientation | Ethical Identity Integration","SELF_EXPLORATION -> Identity Intelligence -> personal_values_signals"
SELF_EXPLORATION,4,YELLOW,3,"work_life_balance_signals","Wellbeing Intelligence",40,0.1627,"personal inability awarenes self","Holistic Balance Breakdown | Emotional Exhaustion Accumulation | Emotional Burnout Cycling | Burnout Normalization Behavior | Burnout Denial Behavior","SELF_EXPLORATION -> Wellbeing Intelligence -> work_life_balance_signals"
PERSONAL_DEVELOPMENT,4,YELLOW,1,"growth_orientation_signals","Motivational Intelligence",40,0.1833,"growth capability development track self strength","Evolution Driven Motivation | Transformational Growth Orientation | Continuous Learning Orientation | Mastery Orientation Strength | Disciplined Self Improvement","PERSONAL_DEVELOPMENT -> Motivational Intelligence -> growth_orientation_signals"
PERSONAL_DEVELOPMENT,4,YELLOW,2,"direction_signals","Career Intelligence",40,0.1826,"lack confusion development term long awarenes","Chronic Career Ambiguity | Lack Of Career Vision | Lack Of Professional Alignment | Fragmented Professional Identity | Lack Of Career Structure","PERSONAL_DEVELOPMENT -> Career Intelligence -> direction_signals"
PERSONAL_DEVELOPMENT,4,YELLOW,3,"self_awareness_signals","Identity Intelligence",40,0.1729,"personal awarenes growth self strength confidence","Self Growth Orientation | Self Meaning Construction | Self Identity Stability | Introspective Depth | Emotional Honesty Capacity","PERSONAL_DEVELOPMENT -> Identity Intelligence -> self_awareness_signals"
TRANSITION_CHANGE,4,GREEN,1,"learning_resilience_signals","Learning Intelligence",40,0.2296,"academic slow after failure","Repeated Failure Endurance | Sustained Learning Grit | Growth After Academic Adversity | Long Term Learning Commitment | Academic Persistence Strength","TRANSITION_CHANGE -> Learning Intelligence -> learning_resilience_signals"
TRANSITION_CHANGE,4,GREEN,2,"academic_confidence_signals","Learning Intelligence",40,0.1991,"academic failure","Long Term Learning Confidence | Growth Mindset Learning Confidence | Problem Solving Confidence | Failure Recovery Learning Confidence | Analytical Learning Confidence","TRANSITION_CHANGE -> Learning Intelligence -> academic_confidence_signals"
TRANSITION_CHANGE,4,GREEN,3,"disengagement_signals","Motivational Intelligence",40,0.1698,"disengagement academic after failure","Apathy Toward Outcomes | Burnout Driven Detachment | Identity Disconnection | Hopeless Effort Perception | Disengagement From Identity Goals","TRANSITION_CHANGE -> Motivational Intelligence -> disengagement_signals"
OVER_COMPLIANCE,4,GREEN,1,"emotional_suppression_signals","Emotional Intelligence",40,0.3307,"suppress hidden distres silent negative compliance","Hidden Hopelessness | Concealed Emotional Overload | Silent Distress | Concealed Burnout | Emotional Shutdown Response","OVER_COMPLIANCE -> Emotional Intelligence -> emotional_suppression_signals"
OVER_COMPLIANCE,4,GREEN,2,"withdrawal_signals","Behavioral Intelligence",40,0.2026,"silent distres hidden negative compliance emotional","Disengagement After Failure | Burnout Induced Withdrawal | Learned Withdrawal Response | Emotional Shutdown Tendency | Retreat Under Pressure","OVER_COMPLIANCE -> Behavioral Intelligence -> withdrawal_signals"
OVER_COMPLIANCE,4,GREEN,3,"behavioral_resistance_signals","Behavioral Intelligence",40,0.1806,"hidden silent persistent compliance negative emotional","Persistent Non Alignment | Stubborn Decision Locking | Behavioral Inflexibility | Oppositional Identity Attachment | Escalation Through Resistance","OVER_COMPLIANCE -> Behavioral Intelligence -> behavioral_resistance_signals"
ACADEMIC_CAREER,3,YELLOW,1,"career_clarity_signals","Career Intelligence",20,0.2098,"disconnect career confusion path","Career Direction Confusion | Fear Based Career Selection | Career Decision Avoidance | Career Identity Fragmentation | Future Role Uncertainty","ACADEMIC_CAREER -> Career Intelligence -> career_clarity_signals"
ACADEMIC_CAREER,3,YELLOW,2,"academic_confidence_signals","Learning Intelligence",40,0.1951,"academic","Long Term Learning Confidence | Growth Mindset Learning Confidence | Problem Solving Confidence | Failure Recovery Learning Confidence | Analytical Learning Confidence","ACADEMIC_CAREER -> Learning Intelligence -> academic_confidence_signals"
ACADEMIC_CAREER,3,YELLOW,3,"learning_resilience_signals","Learning Intelligence",40,0.1542,"academic after","Repeated Failure Endurance | Sustained Learning Grit | Growth After Academic Adversity | Long Term Learning Commitment | Academic Persistence Strength","ACADEMIC_CAREER -> Learning Intelligence -> learning_resilience_signals"
LEADERSHIP_TRANSITION,3,YELLOW,1,"belonging_signals","Social Intelligence",40,0.1495,"difficulty relevance anxiety emotional","Emotional Exclusion Memory Bias | Inclusion Hypervigilance | Conditional Belonging Perception | Exclusion Sensitivity | Exclusion Memory Retention","LEADERSHIP_TRANSITION -> Social Intelligence -> belonging_signals"
LEADERSHIP_TRANSITION,3,YELLOW,2,"execution_reliability_signals","Employability Intelligence",40,0.1449,"manag dur pressure","Elite Execution Integrity | Principled Execution Integrity | Ethical Delivery Consistency | Consistent Task Completion | Execution Under Pressure","LEADERSHIP_TRANSITION -> Employability Intelligence -> execution_reliability_signals"
LEADERSHIP_TRANSITION,3,YELLOW,3,"anxiety_signals","Emotional Intelligence",40,0.1317,"anxiety emotional transition","Panic Response Anxiety | Placement Stress Anxiety | Generalized Anxiety | Exam Anxiety | Future Outcome Anxiety","LEADERSHIP_TRANSITION -> Emotional Intelligence -> anxiety_signals"
COMPETENCY_INTELLIGENCE,3,YELLOW,1,"professional_competency_signals","Employability Intelligence",40,0.2076,"competency intelligence","Elite Execution Reliability | Applied Technical Competence | Precision Oriented Work Behavior | Technical Execution Accuracy | Technical Tool Mastery","COMPETENCY_INTELLIGENCE -> Employability Intelligence -> professional_competency_signals"
COMPETENCY_INTELLIGENCE,3,YELLOW,2,"feedback_delivery_signals","Collaboration Intelligence",40,0.1028,"delivery distribution intelligence","Interdisciplinary Feedback Translation | Future Mission Feedback Alignment | Multidimensional Feedback Stability | Transformational Collective Feedback | Disruptive Future Feedback Systems","COMPETENCY_INTELLIGENCE -> Collaboration Intelligence -> feedback_delivery_signals"
