id,feeling,question,new_a,new_b,new_c,new_d,new_e
780,mentally,"If you received another low mock rank tomorrow, how mentally prepared would you feel to handle it calmly?",Not mentally ready at all — I'd struggle,Slightly mentally ready — I'd need more,Moderately mentally ready — it varies,Mostly mentally ready — I'd cope well,Fully mentally ready — I'm prepared
795,confident,"Even if your mock ranks are low now, how confident are you that consistent effort can still improve your final performance?",Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
800,hopeful,"Even if low mock rank phases feel emotionally discouraging now, how hopeful are you that you can eventually prepare with confidence and emotional stability again?",Not hopeful at all — I can't see it improving,Slightly hopeful — but I have real doubts,Moderately hopeful — it might improve,Quite hopeful — I believe it can improve,Very hopeful — I'm confident it will improve
801,stable,"While seeing toppers or highly successful students on social media, how emotionally secure do you usually feel about yourself?",Not stable at all — I feel easily shaken,Slightly stable — I waver often,Moderately stable — it varies a lot,Mostly stable — I stay steady most times,Very stable — I stay calm and grounded
805,hopeful,"Even after seeing highly successful people online, how hopeful do you remain about your own journey?",Not hopeful at all — I can't see it improving,Slightly hopeful — but I have real doubts,Moderately hopeful — it might improve,Quite hopeful — I believe it can improve,Very hopeful — I'm confident it will improve
820,confident,"Even when online comparisons affect you emotionally, how confident are you that your own pace can still lead to success?",Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
825,hopeful,"Even if social media comparisons affect you emotionally now, how hopeful are you that your confidence can become stronger with time?",Not hopeful at all — I can't see it improving,Slightly hopeful — but I have real doubts,Moderately hopeful — it might improve,Quite hopeful — I believe it can improve,Very hopeful — I'm confident it will improve
826,stable,"When you think about having limited attempts in competitive exams, how emotionally calm do you usually feel?",Not stable at all — I feel easily shaken,Slightly stable — I waver often,Moderately stable — it varies a lot,Mostly stable — I stay steady most times,Very stable — I stay calm and grounded
830,mentally,"If your next attempt was extremely important, how mentally prepared would you feel to face it calmly?",Not mentally ready at all — I'd struggle,Slightly mentally ready — I'd need more,Moderately mentally ready — it varies,Mostly mentally ready — I'd cope well,Fully mentally ready — I'm prepared
845,confident,"Even if limited attempts feel stressful now, how confident are you that you can still perform well with steady preparation?",Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
850,hopeful,"Even if pressure about limited attempts feels emotionally overwhelming now, how hopeful are you that you can eventually stay calm, focused, and confident during preparation?",Not hopeful at all — I can't see it improving,Slightly hopeful — but I have real doubts,Moderately hopeful — it might improve,Quite hopeful — I believe it can improve,Very hopeful — I'm confident it will improve
