concern_id,concern_name,classification,confidence_score,reasoning,domain,concern_category
CONCERN_ACA_2199,Helping Students Organize Academic Priorities,Problem,0.92,"concern_category ends in ""weakness"" → Problem; label cue ""difficulty"" → Problem","Discipline, Habits & Consistency",Academic Prioritization Weakness
CONCERN_ACA_2202,Handling Students with Weak Real-World Application Skills,Problem,0.92,"concern_category ends in ""deficit"" → Problem; label cue ""skills"" → Capability",Competency Development,Real-World Application Deficit
CONCERN_ACA_2210,Supporting Students with Weak Information Processing Speed,Problem,0.92,"concern_category ends in ""weakness"" → Problem",Academic & Cognitive Effectiveness,Processing Speed Weakness
CONCERN_ACA_2211,Students Who Avoid Clarifying Doubts,Behavior,0.92,"concern_category ends in ""avoidance"" → Behavior; category token ""doubt"" → Problem; label cue ""difficulty"" → Problem",Classroom Engagement,Doubt Clarification Avoidance
CONCERN_ACA_2240,Handling Students with Weak Subject Prioritization During Exams,Problem,0.92,"concern_category ends in ""weakness"" → Problem",Examination Readiness,Subject Prioritization Weakness
CONCERN_ACA_2245,Students with Weak Performance Consistency Across Subjects,Problem,0.92,"concern_category ends in ""imbalance"" → Problem; label cue ""difficulty"" → Problem",Academic Performance,Subject Performance Imbalance
CONCERN_ACA_2246,Handling Students with Weak Learning Confidence in New Topics,Problem,0.92,"concern_category ends in ""anxiety"" → Problem; label cue ""confidence"" → Capability","Confidence, Self-Concept & Comparison",New Topic Anxiety
CONCERN_ACA_2271,Supporting Students with Weak Error Analysis Skills,Problem,0.92,"concern_category ends in ""deficit"" → Problem; label cue ""skills"" → Capability; label cue ""difficulty"" → Problem",Self Reflection,Error Analysis Deficit
CONCERN_ACA_2293,Students with Weak Peer Interaction Skills,Problem,0.92,"concern_category ends in ""weakness"" → Problem; label cue ""skills"" → Capability; label cue ""difficulty"" → Problem",Social & Emotional Intelligence,Peer Interaction Weakness
CONCERN_ACA_2298,Supporting Students with Weak Academic Communication in Group Activities,Problem,0.92,"concern_category ends in ""weakness"" → Problem; category token ""communication"" → Capability; label cue ""communication"" → Capability",Communication & Expression,Group Communication Weakness
CONCERN_ACA_2308,Child Unable to See Relevance of Subjects,Problem,0.92,"concern_category ends in ""disconnect"" → Problem",Academic Identity & Meaning,Subject Relevance Disconnect
CONCERN_ACA_2309,Sense of Control Over Own Learning,Problem,0.92,"concern_category ends in ""deficit"" → Problem",Academic Identity & Meaning,Learning Control Deficit
CONCERN_ACA_231,Career Uncertainty After Board Exams,Problem,0.92,"concern_category ends in ""anxiety"" → Problem; label cue ""difficulty"" → Problem",Examination Stress & Emotional Regulation,Post-Exam Career Anxiety
CONCERN_ACA_2310,Wrong Subject Stream Alignment,Problem,0.92,"concern_category ends in ""misalignment"" → Problem",Academic Identity & Meaning,Stream Misalignment
CONCERN_ACA_2311,Adapting to Academic Changes,Problem,0.92,"concern_category ends in ""difficulty"" → Problem; label cue ""difficulty"" → Problem",Transition & Change Adaptability,Academic Transition Difficulty
CONCERN_ACA_2324,Academic Recovery After Long Vacations,Problem,0.92,"concern_category ends in ""weakness"" → Problem",Academic Planning & Recovery Intelligence,Post-Break Academic Recovery Weakness
CONCERN_ACA_2325,Child Showing Reduced Curiosity Toward Learning,Outcome,0.92,"concern_category ends in ""decline"" → Outcome; category token ""curiosity"" → Capability; label cue ""curiosity"" → Capability","Motivation, Values & Responsibility",Curiosity Decline
CONCERN_ACA_2331,Child Unable to Handle Uncertainty About Future,Problem,0.92,"concern_category ends in ""anxiety"" → Problem","Confidence, Self-Concept & Comparison",Future Uncertainty Anxiety
CONCERN_ACA_2338,Conceptual Understanding Despite Repeated Teaching,Problem,0.92,"concern_category ends in ""deficit"" → Problem; category token ""understanding"" → Capability; label cue ""understanding"" → Capability",Academic & Cognitive Effectiveness,Conceptual Understanding Deficit
CONCERN_ACA_2339,Retrieval of Previously Taught Concepts,Problem,0.92,"concern_category ends in ""weakness"" → Problem",Academic & Cognitive Effectiveness,Retrieval Weakness
CONCERN_ACA_234,Entrepreneurial Career Paths,Problem,0.92,"concern_category ends in ""fear"" → Problem; label cue ""confidence"" → Capability",Career Readiness,Entrepreneurial Fear
CONCERN_ACA_2340,Students Struggling with Multi-Step Problem Solving,Problem,0.92,"concern_category ends in ""difficulty"" → Problem; category token ""reasoning"" → Capability",Academic & Cognitive Effectiveness,Multi-Step Reasoning Difficulty
CONCERN_ACA_2341,Inconsistent Cognitive Performance Across Subjects,Problem,0.92,"concern_category ends in ""imbalance"" → Problem",Academic & Cognitive Effectiveness,Subject-Wise Cognitive Imbalance
CONCERN_ACA_2342,Learning Retention After Classroom Sessions,Problem,0.92,"concern_category ends in ""weakness"" → Problem",Academic & Cognitive Effectiveness,Post-Class Retention Weakness
CONCERN_ACA_2343,Adapting Students to Competency-Based Learning,Problem,0.92,"concern_category ends in ""difficulty"" → Problem; category token ""competency"" → Capability; label cue ""difficulty"" → Problem",Academic & Cognitive Effectiveness,Competency Adaptation Difficulty
CONCERN_ACA_2344,Student Engagement During Long Lectures,Outcome,0.92,"concern_category ends in ""decline"" → Outcome",Academic & Cognitive Effectiveness,Lecture Engagement Decline
CONCERN_ACA_2345,Independent Learning Ability Among Students,Problem,0.92,"concern_category ends in ""weakness"" → Problem",Academic & Cognitive Effectiveness,Independent Learning Weakness
CONCERN_ACA_2346,Students Unable to Transfer Concepts Across Subjects,Problem,0.92,"concern_category ends in ""deficit"" → Problem",Academic & Cognitive Effectiveness,Cross-Subject Transfer Deficit
CONCERN_ACA_2347,Students Panicking During Examinations,Behavior,0.92,"concern_category ends in ""reactivity"" → Behavior; category token ""panic"" → Problem",Thinking Quality Under Pressure,Examination Panic Reactivity
CONCERN_ACA_242,Making Independent Career Decisions,Trait,0.92,"concern_category ends in ""dependency"" → Trait; label cue ""confidence"" → Capability","Confidence, Self-Concept & Comparison",Career Decision Dependency
CONCERN_ACA_2423,Students Unable to Connect Learning with Future Goals,Problem,0.92,"concern_category ends in ""disconnect"" → Problem",Academic Identity & Meaning,Purpose-Learning Disconnect
CONCERN_ACA_2424,Ownership of Long-Term Academic Direction,Trait,0.92,"concern_category ends in ""dependency"" → Trait; label cue ""ownership"" → Capability",Academic Identity & Meaning,Academic Direction Dependency
CONCERN_ACA_2425,Building Self-Driven Career Exploration,Problem,0.92,"concern_category ends in ""weakness"" → Problem; label cue ""difficulty"" → Problem",Academic Identity & Meaning,Career Exploration Weakness
CONCERN_ACA_2426,Students Feeling Academically Directionless Despite Performance,Problem,0.92,"concern_category ends in ""disconnect"" → Problem",Academic Identity & Meaning,Achievement-Identity Disconnect
CONCERN_ACA_2427,Choosing Academic Streams,Problem,0.92,"concern_category ends in ""anxiety"" → Problem; label cue ""confidence"" → Capability",Academic Identity & Meaning,Stream Selection Anxiety
CONCERN_ACA_2428,Students Following Peer-Driven Career Decisions,Problem,0.4,No explicit category signal in concern_category or label; defaulted to Problem (the CAPADEX concern master is problem-oriented).,Academic Identity & Meaning,Peer-Driven Career Alignment
CONCERN_ACA_2429,Long-Term Goal Commitment,Problem,0.92,"concern_category ends in ""instability"" → Problem",Academic Identity & Meaning,Goal Commitment Instability
CONCERN_ACA_2430,Balancing Passion and Practical Career Choices,Problem,0.92,"concern_category ends in ""conflict"" → Problem; label cue ""difficulty"" → Problem",Academic Identity & Meaning,Passion-Practicality Conflict
CONCERN_ACA_2431,Students Feeling Emotionally Detached from Learning,Problem,0.4,No explicit category signal in concern_category or label; defaulted to Problem (the CAPADEX concern master is problem-oriented).,Academic Identity & Meaning,Emotional Disconnection from Learning
CONCERN_ACA_2432,Curiosity About Future Career Possibilities,Problem,0.92,"concern_category ends in ""deficit"" → Problem; category token ""curiosity"" → Capability; label cue ""curiosity"" → Capability",Academic Identity & Meaning,Career Curiosity Deficit
CONCERN_ACA_2433,Students Feeling Trapped in Unwanted Academic Paths,Problem,0.4,No explicit category signal in concern_category or label; defaulted to Problem (the CAPADEX concern master is problem-oriented).,Academic Identity & Meaning,Academic Path Entrapment
CONCERN_ACA_2434,Reflection About Personal Strengths and Interests,Problem,0.92,"concern_category ends in ""deficit"" → Problem",Academic Identity & Meaning,Strength-Interest Reflection Deficit
CONCERN_ACA_2435,Developing Meaningful Academic Aspirations,Problem,0.92,"concern_category ends in ""weakness"" → Problem; category token ""clarity"" → Capability; label cue ""difficulty"" → Problem",Academic Identity & Meaning,Aspirational Clarity Weakness
CONCERN_ACA_2436,Students Losing Motivation Due to Lack of Purpose,Problem,0.92,"concern_category ends in ""deficit"" → Problem",Academic Identity & Meaning,Purpose-Driven Motivation Deficit
CONCERN_ACA_2437,Alignment Between Academic Effort and Career Vision,Problem,0.92,"concern_category ends in ""disconnect"" → Problem",Academic Identity & Meaning,Effort-Vision Disconnect
CONCERN_ACA_2438,Students Unable to Handle Identity Pressure from Society,Problem,0.92,"concern_category ends in ""pressure"" → Problem; label cue ""pressure"" → Problem",Academic Identity & Meaning,Societal Identity Pressure
CONCERN_ACA_2439,Decision-Making Confidence During Career Planning,Problem,0.92,"concern_category ends in ""anxiety"" → Problem; label cue ""confidence"" → Capability; label cue ""planning"" → Capability",Academic Identity & Meaning,Career Decision Anxiety
CONCERN_ACA_2440,Transitioning from Academic Identity to Professional Identity,Problem,0.92,"concern_category ends in ""gap"" → Problem; label cue ""difficulty"" → Problem",Academic Identity & Meaning,Academic-to-Professional Identity Gap
CONCERN_ACA_2441,Students Showing Identity Crisis After Academic Failure,Outcome,0.92,"concern_category ends in ""collapse"" → Outcome; label cue ""failure"" → Outcome",Academic Identity & Meaning,Failure-Induced Identity Collapse
CONCERN_ACA_2442,Emotional Connection to Long-Term Goals,Problem,0.92,"concern_category ends in ""disconnect"" → Problem",Academic Identity & Meaning,Goal-Emotion Disconnect
CONCERN_ACA_2443,Students Feeling Pressured to Meet Family Identity Expectations,Problem,0.4,No explicit category signal in concern_category or label; defaulted to Problem (the CAPADEX concern master is problem-oriented).,Academic Identity & Meaning,Family Identity Burden
CONCERN_ACA_2444,Helping Students Build Independent Identity Thinking,Trait,0.92,"concern_category ends in ""dependency"" → Trait; label cue ""thinking"" → Capability; label cue ""difficulty"" → Problem",Academic Identity & Meaning,Identity Dependency
CONCERN_ACA_2445,Students Avoiding Exploration Due to Fear of Failure,Behavior,0.92,"concern_category ends in ""avoidance"" → Behavior; label cue ""fear"" → Problem; label cue ""failure"" → Outcome",Academic Identity & Meaning,Fear-Based Exploration Avoidance
CONCERN_ACA_2446,Clarity About Personal Learning Preferences,Problem,0.92,"concern_category ends in ""ambiguity"" → Problem; label cue ""clarity"" → Capability",Academic Identity & Meaning,Learning Preference Ambiguity
CONCERN_ACA_2447,Students Defining Self-Worth Entirely Through Marks,Trait,0.92,"concern_category ends in ""dependency"" → Trait",Academic Identity & Meaning,Marks-Based Self-Worth Dependency
CONCERN_ACA_2448,Building Internal Motivation Beyond Rewards,Trait,0.92,"concern_category ends in ""dependency"" → Trait; label cue ""difficulty"" → Problem",Academic Identity & Meaning,External Reward Dependency
CONCERN_ACA_2449,Students Feeling Lost During Post-Exam Transition Periods,Problem,0.92,"concern_category ends in ""confusion"" → Problem",Academic Identity & Meaning,Post-Exam Identity Confusion
CONCERN_ACA_2450,Build Purpose-Oriented Academic Plans,Problem,0.92,"concern_category ends in ""weakness"" → Problem; category token ""planning"" → Capability",Academic Identity & Meaning,Purpose-Oriented Planning Weakness
CONCERN_ACA_2451,Sustaining Identity Stability Amid Academic Pressure,Problem,0.92,"concern_category ends in ""instability"" → Problem; label cue ""stability"" → Capability; label cue ""pressure"" → Problem; label cue ""difficulty"" → Problem",Academic Identity & Meaning,Academic Identity Instability
