intent,target_id,target_tag,before_class,after_class,resolved_id,confidence
"i keep struggling with concept transfer across subjects",CONCERN_SEL_2036,INTERDISCIPLINARY_LEARNING,drift,exact,CONCERN_SEL_2036,37
"i cannot manage concept transfer across subjects",CONCERN_SEL_2036,INTERDISCIPLINARY_LEARNING,drift,exact,CONCERN_SEL_2036,37
"i need help with concept transfer across subjects",CONCERN_SEL_2036,INTERDISCIPLINARY_LEARNING,drift,exact,CONCERN_SEL_2036,37
"i struggle with awareness of emerging career opportunities",CONCERN_SEL_204,CAREER_READINESS,drift,near,CONCERN_CON_516,35
"i have trouble with awareness of emerging career opportunities",CONCERN_SEL_204,CAREER_READINESS,drift,near,CONCERN_CON_516,35
"i cannot manage supporting students with weak real-world application skills",CONCERN_SEL_2150,COMPETENCY_DEVELOPMENT,drift,exact,CONCERN_SEL_2150,34
"weak emotional stability during career uncertainty",CONCERN_SEL_220,EXAMINATION_STRESS,drift,near,CONCERN_DIS_36,39
"i struggle with emotional stability during career uncertainty",CONCERN_SEL_220,EXAMINATION_STRESS,drift,near,CONCERN_DIS_36,38
"i have trouble with emotional stability during career uncertainty",CONCERN_SEL_220,EXAMINATION_STRESS,drift,near,CONCERN_DIS_36,38
"i keep struggling with emotional stability during career uncertainty",CONCERN_SEL_220,EXAMINATION_STRESS,drift,near,CONCERN_DIS_36,31
"i need help with emotional stability during career uncertainty",CONCERN_SEL_220,EXAMINATION_STRESS,drift,near,CONCERN_DIS_36,31
"i keep struggling with helping students build independent revision strategies",CONCERN_SEL_2255,EXAMINATION_READINESS,drift,exact,CONCERN_SEL_2255,33
"i cannot manage helping students build independent revision strategies",CONCERN_SEL_2255,EXAMINATION_READINESS,drift,exact,CONCERN_SEL_2255,33
"i need help with helping students build independent revision strategies",CONCERN_SEL_2255,EXAMINATION_READINESS,drift,exact,CONCERN_SEL_2255,40
"i cannot manage supporting students with weak numerical confidence",CONCERN_SEL_2265,STEM_LEARNING,drift,exact,CONCERN_SEL_2265,36
"i keep struggling with managing students with weak collaborative problem-solving skills",CONCERN_SEL_2272,COLLABORATION_OWNERSHIP,drift,exact,CONCERN_SEL_2272,31
"i cannot manage managing students with weak collaborative problem-solving skills",CONCERN_SEL_2272,COLLABORATION_OWNERSHIP,drift,exact,CONCERN_SEL_2272,31
"i need help with managing students with weak collaborative problem-solving skills",CONCERN_SEL_2272,COLLABORATION_OWNERSHIP,drift,exact,CONCERN_SEL_2272,31
"i keep struggling with supporting students with weak academic transition readiness",CONCERN_SEL_2300,ADJUSTMENT_COPING,drift,failure,,0
"i need help with supporting students with weak academic transition readiness",CONCERN_SEL_2300,ADJUSTMENT_COPING,drift,failure,,0
"i cannot manage motivation during slow career growth",CONCERN_SOC_1097,MOTIVATION_VALUES,drift,failure,,0
"i keep struggling with visibility into student self-learning capability",CONCERN_SOC_1314,COMPETENCY_DEVELOPMENT,drift,near,CONCERN_EMP_1238,35
"i need help with visibility into student learning agility for future careers",CONCERN_SOC_1338,ADAPTIVE_LEARNING,drift,failure,,0
"i struggle with resilience after setbacks",CONCERN_SOC_1515,RECOVERY_ORIENTATION,drift,near,CONCERN_PER_1411,39
"i have trouble with resilience after setbacks",CONCERN_SOC_1515,RECOVERY_ORIENTATION,drift,near,CONCERN_PER_1411,39
"i keep struggling with resilience after setbacks",CONCERN_SOC_1515,RECOVERY_ORIENTATION,drift,near,CONCERN_PER_1411,33
"i cannot manage resilience after setbacks",CONCERN_SOC_1515,RECOVERY_ORIENTATION,drift,near,CONCERN_PER_1411,33
"i need help with resilience after setbacks",CONCERN_SOC_1515,RECOVERY_ORIENTATION,drift,near,CONCERN_PER_1411,33
"weak leadership initiative",CONCERN_SOC_1670,LEADERSHIP_OWNERSHIP,drift,exact,CONCERN_SOC_1670,39
"emotional instability",CONCERN_SOC_1746,EXAMINATION_STRESS,drift,exact,CONCERN_SOC_1746,45
"i have trouble with emotional instability",CONCERN_SOC_1746,EXAMINATION_STRESS,drift,exact,CONCERN_SOC_1746,33
"loneliness",CONCERN_SOC_1757,ADJUSTMENT_COPING,drift,exact,CONCERN_SOC_1757,55
"lack of leadership confidence",CONCERN_SOC_1846,LEADERSHIP_OWNERSHIP,drift,exact,CONCERN_SOC_1846,38
"i have trouble with leadership confidence",CONCERN_SOC_1846,LEADERSHIP_OWNERSHIP,drift,exact,CONCERN_SOC_1846,33
"weak adaptability to failure",CONCERN_SOC_1878,EXAMINATION_STRESS,drift,exact,CONCERN_SOC_1878,37
"i have trouble with adaptability to failure",CONCERN_SOC_1878,EXAMINATION_STRESS,drift,exact,CONCERN_SOC_1878,35
"i keep struggling with child becoming too emotionally sensitive online",CONCERN_SOC_1881,LIFESTYLE_PRESSURE,drift,exact,CONCERN_SOC_1881,34
"i cannot manage child becoming too emotionally sensitive online",CONCERN_SOC_1881,LIFESTYLE_PRESSURE,drift,exact,CONCERN_SOC_1881,34
"i need help with child becoming too emotionally sensitive online",CONCERN_SOC_1881,LIFESTYLE_PRESSURE,drift,exact,CONCERN_SOC_1881,34
"i struggle with digitally distracted students",CONCERN_SOC_2143,LIFESTYLE_PRESSURE,drift,exact,CONCERN_SOC_2143,38
"i have trouble with digitally distracted students",CONCERN_SOC_2143,LIFESTYLE_PRESSURE,drift,exact,CONCERN_SOC_2143,38
"i keep struggling with digitally distracted students",CONCERN_SOC_2143,LIFESTYLE_PRESSURE,drift,exact,CONCERN_SOC_2143,33
"i keep struggling with building academic independence",CONCERN_SOC_2330,ACADEMIC_IDENTITY,drift,exact,CONCERN_SOC_2330,37
"i struggle with students struggling to express academic difficulties openly",CONCERN_SOC_2378,SOCIAL_EMOTIONAL,drift,failure,,0
"i have trouble with students struggling to express academic difficulties openly",CONCERN_SOC_2378,SOCIAL_EMOTIONAL,drift,exact,CONCERN_SOC_2378,36
"i keep struggling with students struggling to express academic difficulties openly",CONCERN_SOC_2378,SOCIAL_EMOTIONAL,drift,exact,CONCERN_SOC_2378,36
"i keep struggling with emotional resilience during peer competition",CONCERN_SOC_2379,SOCIAL_EMOTIONAL,drift,exact,CONCERN_SOC_2379,36
"i cannot manage emotional resilience during peer competition",CONCERN_SOC_2379,SOCIAL_EMOTIONAL,drift,exact,CONCERN_SOC_2379,35
"students overreacting to minor academic setbacks",CONCERN_SOC_2384,SOCIAL_EMOTIONAL,drift,exact,CONCERN_SOC_2384,49
"i struggle with students overreacting to minor academic setbacks",CONCERN_SOC_2384,SOCIAL_EMOTIONAL,drift,exact,CONCERN_SOC_2384,43
"i have trouble with students overreacting to minor academic setbacks",CONCERN_SOC_2384,SOCIAL_EMOTIONAL,drift,exact,CONCERN_SOC_2384,43
"i keep struggling with students overreacting to minor academic setbacks",CONCERN_SOC_2384,SOCIAL_EMOTIONAL,drift,exact,CONCERN_SOC_2384,36
"i cannot manage students overreacting to minor academic setbacks",CONCERN_SOC_2384,SOCIAL_EMOTIONAL,drift,exact,CONCERN_SOC_2384,36
"i need help with students overreacting to minor academic setbacks",CONCERN_SOC_2384,SOCIAL_EMOTIONAL,drift,exact,CONCERN_SOC_2384,36
"i keep struggling with students avoiding leadership roles in group work",CONCERN_SOC_2386,SOCIAL_EMOTIONAL,drift,exact,CONCERN_SOC_2386,33
"i cannot manage students avoiding leadership roles in group work",CONCERN_SOC_2386,SOCIAL_EMOTIONAL,drift,exact,CONCERN_SOC_2386,33
"i need help with students avoiding leadership roles in group work",CONCERN_SOC_2386,SOCIAL_EMOTIONAL,drift,exact,CONCERN_SOC_2386,33
"i struggle with pressure during placement season",CONCERN_SOC_375,EMOTIONAL_REGULATION,drift,exact,CONCERN_SOC_375,40
"i have trouble with pressure during placement season",CONCERN_SOC_375,EMOTIONAL_REGULATION,drift,exact,CONCERN_SOC_375,40
"i keep struggling with pressure during placement season",CONCERN_SOC_375,EMOTIONAL_REGULATION,drift,exact,CONCERN_SOC_375,35
"i need help with pressure during placement season",CONCERN_SOC_375,EMOTIONAL_REGULATION,drift,exact,CONCERN_SOC_375,35
"difficulty adjusting to corporate work culture",CONCERN_SOC_391,ADJUSTMENT_COPING,drift,exact,CONCERN_SOC_391,43
"i struggle with adjusting to corporate work culture",CONCERN_SOC_391,ADJUSTMENT_COPING,drift,exact,CONCERN_SOC_391,42
"i have trouble with adjusting to corporate work culture",CONCERN_SOC_391,ADJUSTMENT_COPING,drift,exact,CONCERN_SOC_391,42
"i keep struggling with adjusting to corporate work culture",CONCERN_SOC_391,ADJUSTMENT_COPING,drift,exact,CONCERN_SOC_391,37
"i cannot manage adjusting to corporate work culture",CONCERN_SOC_391,ADJUSTMENT_COPING,drift,exact,CONCERN_SOC_391,37
"i need help with adjusting to corporate work culture",CONCERN_SOC_391,ADJUSTMENT_COPING,drift,exact,CONCERN_SOC_391,37
"i keep struggling with unclear career growth during initial jobs",CONCERN_SOC_419,CAREER_READINESS,drift,exact,CONCERN_SOC_419,36
"difficulty managing emotional exhaustion during long job searches",CONCERN_SOC_473,LIFESTYLE_PRESSURE,drift,exact,CONCERN_SOC_473,35
"i keep struggling with emotional exhaustion during long job searches",CONCERN_SOC_473,LIFESTYLE_PRESSURE,drift,exact,CONCERN_SOC_473,33
"i cannot manage emotional exhaustion during long job searches",CONCERN_SOC_473,LIFESTYLE_PRESSURE,drift,exact,CONCERN_SOC_473,33
"i need help with emotional exhaustion during long job searches",CONCERN_SOC_473,LIFESTYLE_PRESSURE,drift,exact,CONCERN_SOC_473,33
"i struggle with student goal clarity and direction",CONCERN_STA_1305,CAREER_IDENTITY,drift,exact,CONCERN_STA_1305,39
"i have trouble with student goal clarity and direction",CONCERN_STA_1305,CAREER_IDENTITY,drift,exact,CONCERN_STA_1305,39
"i keep struggling with student goal clarity and direction",CONCERN_STA_1305,CAREER_IDENTITY,drift,exact,CONCERN_STA_1305,34
"i cannot manage student goal clarity and direction",CONCERN_STA_1305,CAREER_IDENTITY,drift,exact,CONCERN_STA_1305,34
"i need help with student goal clarity and direction",CONCERN_STA_1305,CAREER_IDENTITY,drift,exact,CONCERN_STA_1305,34
"i have trouble with learning agility",CONCERN_STE_1724,LEARNING_ADAPTABILITY,drift,exact,CONCERN_STE_1724,38
"i need help with academic initiative after failure",CONCERN_STE_2038,CONFIDENCE_SELF,drift,exact,CONCERN_STE_2038,36
"i need help with participating in academic competitions",CONCERN_STE_2094,COMPETITIVE_EXAM,drift,exact,CONCERN_STE_2094,41
"i need help with supporting students with weak exam temperament",CONCERN_STE_2163,EXAMINATION_READINESS,drift,failure,,0
"i cannot manage students who depend excessively on model answers",CONCERN_STE_2201,ACADEMIC_COGNITIVE,drift,exact,CONCERN_STE_2201,38
"i keep struggling with managing students with weak participation in experiential learning",CONCERN_STE_2266,COMPETENCY_DEVELOPMENT,drift,exact,CONCERN_STE_2266,31
"i need help with managing students with weak participation in experiential learning",CONCERN_STE_2266,COMPETENCY_DEVELOPMENT,drift,exact,CONCERN_STE_2266,31
"i cannot manage handling students with weak academic confidence in english",CONCERN_STE_2456,COMMUNICATION_EXPRESSION,drift,failure,,0
"i keep struggling with emotional pressure from social judgments",CONCERN_STR_1015,CONFIDENCE_SELF,drift,exact,CONCERN_STR_1015,35
"i cannot manage emotional anxiety around age and reinvention",CONCERN_STR_1025,CONFIDENCE_SELF,drift,exact,CONCERN_STR_1025,37
"difficulty managing emotional fatigue from continuous networking",CONCERN_STR_1037,SOCIAL_EMOTIONAL,drift,exact,CONCERN_STR_1037,38
"i struggle with emotional fatigue from continuous networking",CONCERN_STR_1037,SOCIAL_EMOTIONAL,drift,exact,CONCERN_STR_1037,41
"i have trouble with emotional fatigue from continuous networking",CONCERN_STR_1037,SOCIAL_EMOTIONAL,drift,exact,CONCERN_STR_1037,41
"i keep struggling with emotional fatigue from continuous networking",CONCERN_STR_1037,SOCIAL_EMOTIONAL,drift,exact,CONCERN_STR_1037,35
"i cannot manage emotional fatigue from continuous networking",CONCERN_STR_1037,SOCIAL_EMOTIONAL,drift,exact,CONCERN_STR_1037,35
"i need help with emotional fatigue from continuous networking",CONCERN_STR_1037,SOCIAL_EMOTIONAL,drift,exact,CONCERN_STR_1037,35
"difficulty managing emotional exhaustion during revision months",CONCERN_STR_135,LIFESTYLE_PRESSURE,drift,exact,CONCERN_STR_135,36
"i keep struggling with emotional exhaustion during revision months",CONCERN_STR_135,LIFESTYLE_PRESSURE,drift,exact,CONCERN_STR_135,33
"i cannot manage emotional exhaustion during revision months",CONCERN_STR_135,LIFESTYLE_PRESSURE,drift,exact,CONCERN_STR_135,33
"i need help with emotional exhaustion during revision months",CONCERN_STR_135,LIFESTYLE_PRESSURE,drift,exact,CONCERN_STR_135,33
"i need help with sustain long-term learning discipline",CONCERN_STR_310,DISCIPLINE_HABITS,drift,near,CONCERN_MOT_2231,30
"i struggle with emotional burnout during placement season",CONCERN_STR_399,LIFESTYLE_PRESSURE,drift,exact,CONCERN_STR_399,41
"i have trouble with emotional burnout during placement season",CONCERN_STR_399,LIFESTYLE_PRESSURE,drift,exact,CONCERN_STR_399,41
"i cannot manage recovering from workplace criticism emotionally",CONCERN_STR_611,EMOTIONAL_RECOVERY,drift,exact,CONCERN_STR_611,37
"difficulty handling workplace feedback emotionally",CONCERN_STR_667,EMOTIONAL_RECOVERY,drift,exact,CONCERN_STR_667,36
"i have trouble with workplace feedback emotionally",CONCERN_STR_667,EMOTIONAL_RECOVERY,drift,exact,CONCERN_STR_667,38
"i keep struggling with workplace feedback emotionally",CONCERN_STR_667,EMOTIONAL_RECOVERY,drift,exact,CONCERN_STR_667,32
"difficulty handling workplace ambiguity during early projects",CONCERN_STR_687,WORKPLACE_ADAPTATION,drift,exact,CONCERN_STR_687,39
"i keep struggling with workplace ambiguity during early projects",CONCERN_STR_687,WORKPLACE_ADAPTATION,drift,exact,CONCERN_STR_687,36
"i cannot manage workplace ambiguity during early projects",CONCERN_STR_687,WORKPLACE_ADAPTATION,drift,exact,CONCERN_STR_687,36
"i need help with workplace ambiguity during early projects",CONCERN_STR_687,WORKPLACE_ADAPTATION,drift,exact,CONCERN_STR_687,36
"i keep struggling with emotional pressure during high visibility assignments",CONCERN_STR_739,EMOTIONAL_REGULATION,drift,failure,,0
"i need help with emotional pressure during high visibility assignments",CONCERN_STR_739,EMOTIONAL_REGULATION,drift,exact,CONCERN_STR_739,33
"i cannot manage team trust during difficult decisions",CONCERN_STR_785,COLLABORATION_OWNERSHIP,drift,exact,CONCERN_STR_785,37
"difficulty managing emotional fatigue from constant organizational visibility",CONCERN_STR_823,EMOTIONAL_REGULATION,drift,exact,CONCERN_STR_823,37
"i keep struggling with emotional fatigue from constant organizational visibility",CONCERN_STR_823,EMOTIONAL_REGULATION,drift,exact,CONCERN_STR_823,35
"i need help with emotional fatigue from constant organizational visibility",CONCERN_STR_823,EMOTIONAL_REGULATION,drift,exact,CONCERN_STR_823,35
"i cannot manage handling board-level expectations",CONCERN_STR_870,COMMUNICATION_EXPRESSION,drift,exact,CONCERN_STR_870,38
"i need help with handling board-level expectations",CONCERN_STR_870,COMMUNICATION_EXPRESSION,drift,exact,CONCERN_STR_870,39
"weak ability to build leadership agility during rapid market changes",CONCERN_STR_930,LEADERSHIP_READINESS,drift,exact,CONCERN_STR_930,37
"i cannot manage build leadership agility during rapid market changes",CONCERN_STR_930,LEADERSHIP_READINESS,drift,exact,CONCERN_STR_930,35
"i need help with build leadership agility during rapid market changes",CONCERN_STR_930,LEADERSHIP_READINESS,drift,exact,CONCERN_STR_930,35
"i keep struggling with emotional fatigue from continuous strategic planning",CONCERN_STR_937,STRATEGIC_LEADERSHIP,drift,exact,CONCERN_STR_937,34
"i cannot manage emotional fatigue from continuous strategic planning",CONCERN_STR_937,STRATEGIC_LEADERSHIP,drift,exact,CONCERN_STR_937,34
"i need help with emotional fatigue from continuous strategic planning",CONCERN_STR_937,STRATEGIC_LEADERSHIP,drift,exact,CONCERN_STR_937,34
"i keep struggling with emotional pressure from family financial dependence",CONCERN_STR_999,LIFESTYLE_PRESSURE,drift,exact,CONCERN_STR_999,35
"i cannot manage emotional pressure from family financial dependence",CONCERN_STR_999,LIFESTYLE_PRESSURE,drift,exact,CONCERN_STR_999,35
"i need help with emotional pressure from family financial dependence",CONCERN_STR_999,LIFESTYLE_PRESSURE,drift,exact,CONCERN_STR_999,35
"weak visibility into student motivation changes over time",CONCERN_STU_1288,MOTIVATION_VALUES,drift,exact,CONCERN_STU_1288,42
"i struggle with visibility into student motivation changes over time",CONCERN_STU_1288,MOTIVATION_VALUES,drift,exact,CONCERN_STU_1288,41
"i have trouble with visibility into student motivation changes over time",CONCERN_STU_1288,MOTIVATION_VALUES,drift,exact,CONCERN_STU_1288,41
"i need help with visibility into student motivation changes over time",CONCERN_STU_1288,MOTIVATION_VALUES,drift,failure,,0
"lack of interest in studies",CONCERN_STU_1353,ENGAGEMENT_MANAGEMENT,drift,exact,CONCERN_STU_1353,26
"weak problem-solving ability",CONCERN_STU_1369,COGNITIVE_SKILLS,drift,exact,CONCERN_STU_1369,36
"i cannot manage balancing academics and extracurriculars",CONCERN_STU_1373,STUDENT_BALANCE,drift,exact,CONCERN_STU_1373,39
"lack of curiosity-driven learning",CONCERN_STU_1374,INNOVATION_READINESS,drift,exact,CONCERN_STU_1374,39
"i have trouble with curiosity-driven learning",CONCERN_STU_1374,INNOVATION_READINESS,drift,exact,CONCERN_STU_1374,37
"i have trouble with confidence in personal abilities",CONCERN_STU_1415,SELF_DEVELOPMENT,drift,exact,CONCERN_STU_1415,25
"i need help with confidence in personal abilities",CONCERN_STU_1415,SELF_DEVELOPMENT,drift,failure,,0
"weak problem-solving and practical thinking",CONCERN_STU_1421,CAPABILITY_DEVELOPMENT,drift,exact,CONCERN_STU_1421,40
"i struggle with problem-solving and practical thinking",CONCERN_STU_1421,CAPABILITY_DEVELOPMENT,drift,exact,CONCERN_STU_1421,39
"i have trouble with problem-solving and practical thinking",CONCERN_STU_1421,CAPABILITY_DEVELOPMENT,drift,exact,CONCERN_STU_1421,39
"i keep struggling with problem-solving and practical thinking",CONCERN_STU_1421,CAPABILITY_DEVELOPMENT,drift,exact,CONCERN_STU_1421,34
"i cannot manage problem-solving and practical thinking",CONCERN_STU_1421,CAPABILITY_DEVELOPMENT,drift,exact,CONCERN_STU_1421,34
"i need help with problem-solving and practical thinking",CONCERN_STU_1421,CAPABILITY_DEVELOPMENT,drift,exact,CONCERN_STU_1421,34
"i struggle with recover from poor academic performance",CONCERN_STU_1446,RECOVERY_BEHAVIOR,drift,exact,CONCERN_STU_1446,40
"i have trouble with recover from poor academic performance",CONCERN_STU_1446,RECOVERY_BEHAVIOR,drift,exact,CONCERN_STU_1446,40
"i keep struggling with recover from poor academic performance",CONCERN_STU_1446,RECOVERY_BEHAVIOR,drift,exact,CONCERN_STU_1446,35
"i cannot manage recover from poor academic performance",CONCERN_STU_1446,RECOVERY_BEHAVIOR,drift,exact,CONCERN_STU_1446,35
"i need help with recover from poor academic performance",CONCERN_STU_1446,RECOVERY_BEHAVIOR,drift,exact,CONCERN_STU_1446,35
"i struggle with make decisions independently",CONCERN_STU_1469,DECISION_LEADERSHIP,drift,exact,CONCERN_STU_1469,43
"i have trouble with make decisions independently",CONCERN_STU_1469,DECISION_LEADERSHIP,drift,exact,CONCERN_STU_1469,43
"i keep struggling with make decisions independently",CONCERN_STU_1469,DECISION_LEADERSHIP,drift,exact,CONCERN_STU_1469,37
"i cannot manage make decisions independently",CONCERN_STU_1469,DECISION_LEADERSHIP,drift,exact,CONCERN_STU_1469,37
"i need help with make decisions independently",CONCERN_STU_1469,DECISION_LEADERSHIP,drift,exact,CONCERN_STU_1469,37
"i keep struggling with detect student motivation collapse institutionally",CONCERN_TEA_1164,MOTIVATION_VALUES,drift,exact,CONCERN_TEA_1164,35
"i cannot manage detect student motivation collapse institutionally",CONCERN_TEA_1164,MOTIVATION_VALUES,drift,exact,CONCERN_TEA_1164,35
"i need help with detect student motivation collapse institutionally",CONCERN_TEA_1164,MOTIVATION_VALUES,drift,exact,CONCERN_TEA_1164,35
"i keep struggling with visibility into student curiosity and inquiry levels",CONCERN_TEA_1170,INQUIRY_CURIOSITY,drift,exact,CONCERN_TEA_1170,36
"i struggle with fear of failure in competitive exams",CONCERN_THI_103,EXAMINATION_STRESS,drift,exact,CONCERN_THI_103,41
"i have trouble with fear of failure in competitive exams",CONCERN_THI_103,EXAMINATION_STRESS,drift,exact,CONCERN_THI_103,41
"i keep struggling with fear of failure in competitive exams",CONCERN_THI_103,EXAMINATION_STRESS,drift,exact,CONCERN_THI_103,35
"i cannot manage fear of failure in competitive exams",CONCERN_THI_103,EXAMINATION_STRESS,drift,exact,CONCERN_THI_103,35
"i need help with fear of failure in competitive exams",CONCERN_THI_103,EXAMINATION_STRESS,drift,exact,CONCERN_THI_103,35
"weak confidence in building long-term workplace stability",CONCERN_THI_1150,WORKPLACE_ADAPTATION,drift,exact,CONCERN_THI_1150,37
"i have trouble with building long-term workplace stability",CONCERN_THI_1150,WORKPLACE_ADAPTATION,drift,exact,CONCERN_THI_1150,40
"i keep struggling with building long-term workplace stability",CONCERN_THI_1150,WORKPLACE_ADAPTATION,drift,exact,CONCERN_THI_1150,34
"i cannot manage building long-term workplace stability",CONCERN_THI_1150,WORKPLACE_ADAPTATION,drift,exact,CONCERN_THI_1150,34
"i need help with building long-term workplace stability",CONCERN_THI_1150,WORKPLACE_ADAPTATION,drift,exact,CONCERN_THI_1150,34
"i keep struggling with detecting hidden emotional distress in high performers",CONCERN_THI_1235,EMOTIONAL_REGULATION,drift,exact,CONCERN_THI_1235,38
"weak ability to measure student ownership in collaborative learning",CONCERN_THI_1252,COLLABORATION_OWNERSHIP,drift,exact,CONCERN_THI_1252,38
"i keep struggling with measure student ownership in collaborative learning",CONCERN_THI_1252,COLLABORATION_OWNERSHIP,drift,exact,CONCERN_THI_1252,36
"i cannot manage measure student ownership in collaborative learning",CONCERN_THI_1252,COLLABORATION_OWNERSHIP,drift,exact,CONCERN_THI_1252,36
"i need help with measure student ownership in collaborative learning",CONCERN_THI_1252,COLLABORATION_OWNERSHIP,drift,exact,CONCERN_THI_1252,36
"low academic confidence",CONCERN_THI_1652,CONFIDENCE_SELF,drift,exact,CONCERN_THI_1652,38
"i have trouble with academic confidence",CONCERN_THI_1652,CONFIDENCE_SELF,drift,exact,CONCERN_THI_1652,32
"difficulty handling competitive environments",CONCERN_THI_1682,EXAMINATION_STRESS,drift,exact,CONCERN_THI_1682,33
"i struggle with competitive environments",CONCERN_THI_1682,EXAMINATION_STRESS,drift,exact,CONCERN_THI_1682,36
"i have trouble with competitive environments",CONCERN_THI_1682,EXAMINATION_STRESS,drift,exact,CONCERN_THI_1682,36
"i struggle with long study hours",CONCERN_THI_1714,EXAMINATION_STRESS,drift,exact,CONCERN_THI_1714,39
"i have trouble with long study hours",CONCERN_THI_1714,EXAMINATION_STRESS,drift,exact,CONCERN_THI_1714,39
"i keep struggling with long study hours",CONCERN_THI_1714,EXAMINATION_STRESS,drift,exact,CONCERN_THI_1714,34
"i cannot manage long study hours",CONCERN_THI_1714,EXAMINATION_STRESS,drift,exact,CONCERN_THI_1714,34
"i need help with long study hours",CONCERN_THI_1714,EXAMINATION_STRESS,drift,exact,CONCERN_THI_1714,34
"fear of taking risks",CONCERN_THI_1798,CONFIDENCE_SELF,drift,exact,CONCERN_THI_1798,49
"i struggle with fear of taking risks",CONCERN_THI_1798,CONFIDENCE_SELF,drift,exact,CONCERN_THI_1798,39
"i have trouble with fear of taking risks",CONCERN_THI_1798,CONFIDENCE_SELF,drift,exact,CONCERN_THI_1798,39
"i keep struggling with fear of taking risks",CONCERN_THI_1798,CONFIDENCE_SELF,drift,exact,CONCERN_THI_1798,34
"i cannot manage fear of taking risks",CONCERN_THI_1798,CONFIDENCE_SELF,drift,exact,CONCERN_THI_1798,34
"i need help with fear of taking risks",CONCERN_THI_1798,CONFIDENCE_SELF,drift,exact,CONCERN_THI_1798,34
"difficulty adapting to change",CONCERN_THI_1814,ADJUSTMENT_COPING,drift,exact,CONCERN_THI_1814,37
"i have trouble with adapting to change",CONCERN_THI_1814,ADJUSTMENT_COPING,drift,exact,CONCERN_THI_1814,36
"i have trouble with learning agility",CONCERN_THI_1935,LEARNING_ADAPTABILITY,drift,near,CONCERN_STE_1724,38
"lack of career awareness",CONCERN_THI_1966,ACADEMIC_IDENTITY,drift,near,CONCERN_EXA_1833,37
"i have trouble with career awareness",CONCERN_THI_1966,ACADEMIC_IDENTITY,drift,near,CONCERN_EXA_1833,33
"i keep struggling with emotional recovery after missing expected cutoffs",CONCERN_THI_198,EXAMINATION_STRESS,drift,exact,CONCERN_THI_198,34
"i struggle with academic self-monitoring",CONCERN_THI_1983,SELF_REFLECTION,drift,exact,CONCERN_THI_1983,36
"i cannot manage academic stress productively",CONCERN_THI_1999,EXAMINATION_STRESS,drift,near,CONCERN_EXA_2487,34
"i need help with academic stress productively",CONCERN_THI_1999,EXAMINATION_STRESS,drift,near,CONCERN_EXA_2487,34
"i cannot manage understanding teacher expectations",CONCERN_THI_2008,CLASSROOM_ENGAGEMENT,drift,exact,CONCERN_THI_2008,33
"difficulty managing learning fatigue",CONCERN_THI_2017,EXAMINATION_STRESS,drift,exact,CONCERN_THI_2017,30
"i have trouble with learning fatigue",CONCERN_THI_2017,EXAMINATION_STRESS,drift,exact,CONCERN_THI_2017,32
"i struggle with group discussions",CONCERN_THI_2026,COMMUNICATION_EXPRESSION,drift,near,CONCERN_EMO_366,38
"i have trouble with group discussions",CONCERN_THI_2026,COMMUNICATION_EXPRESSION,drift,near,CONCERN_EMO_366,38
"i have trouble with academic reflection after exams",CONCERN_THI_2042,SELF_REFLECTION,drift,exact,CONCERN_THI_2042,39
"i keep struggling with academic reflection after exams",CONCERN_THI_2042,SELF_REFLECTION,drift,exact,CONCERN_THI_2042,34
"i cannot manage academic reflection after exams",CONCERN_THI_2042,SELF_REFLECTION,drift,exact,CONCERN_THI_2042,34
"i need help with building long-term academic momentum",CONCERN_THI_2055,MOTIVATION_VALUES,drift,exact,CONCERN_THI_2055,35
"i struggle with long-term academic pressure",CONCERN_THI_2069,EXAMINATION_STRESS,drift,failure,,0
"i have trouble with long-term academic pressure",CONCERN_THI_2069,EXAMINATION_STRESS,drift,exact,CONCERN_THI_2069,34
"i keep struggling with academic recovery after continuous failure",CONCERN_THI_2076,EXAMINATION_STRESS,drift,exact,CONCERN_THI_2076,33
"i cannot manage academic recovery after continuous failure",CONCERN_THI_2076,EXAMINATION_STRESS,drift,exact,CONCERN_THI_2076,33
"i need help with academic recovery after continuous failure",CONCERN_THI_2076,EXAMINATION_STRESS,drift,exact,CONCERN_THI_2076,33
"i keep struggling with supporting students during academic burnout",CONCERN_THI_2138,EXAMINATION_STRESS,drift,failure,,0
"i need help with supporting students during academic burnout",CONCERN_THI_2138,EXAMINATION_STRESS,drift,failure,,0
"i keep struggling with handling students who avoid classroom responsibility",CONCERN_THI_2180,MOTIVATION_VALUES,drift,exact,CONCERN_THI_2180,34
"i cannot manage handling students who avoid classroom responsibility",CONCERN_THI_2180,MOTIVATION_VALUES,drift,exact,CONCERN_THI_2180,34
"i need help with handling students who avoid classroom responsibility",CONCERN_THI_2180,MOTIVATION_VALUES,drift,exact,CONCERN_THI_2180,34
"i need help with handling students who panic during exams",CONCERN_THI_2186,EXAMINATION_STRESS,drift,exact,CONCERN_THI_2186,37
"i need help with supporting students with weak learning consistency during holidays",CONCERN_THI_2262,DISCIPLINE_HABITS,drift,failure,,0
"i keep struggling with students with weak academic curiosity in higher grades",CONCERN_THI_2275,MOTIVATION_VALUES,drift,exact,CONCERN_THI_2275,31
"i need help with students with weak academic curiosity in higher grades",CONCERN_THI_2275,MOTIVATION_VALUES,drift,exact,CONCERN_THI_2275,31
