kind,redundant,text_a,text_b,overlap,archetype_a,archetype_b,stakeholder_a,stakeholder_b
stakeholder,false,"Over the next 90 days, build a creative habit of inventing and testing fresh ideas over the term.","Across a 90-day plan, guide your client to build a creative habit of inventing and testing fresh ideas over the term.",0.6,curiosity_innovation,curiosity_innovation,student,counselor
stakeholder,false,"Over the next 90 days, build a creative habit of inventing and testing fresh ideas over the term.","Over the next quarter at work, build a creative habit of inventing and testing fresh ideas over the term.",0.769,curiosity_innovation,curiosity_innovation,student,professional
stakeholder,false,"Across this term, help your child build a creative habit of inventing and testing fresh ideas over the term.","Across the term, support the student to build a creative habit of inventing and testing fresh ideas over the term.",0.692,curiosity_innovation,curiosity_innovation,parent,teacher
stakeholder,false,"Across this term, help your child build a creative habit of inventing and testing fresh ideas over the term.","Across a 90-day plan, guide your client to build a creative habit of inventing and testing fresh ideas over the term.",0.6,curiosity_innovation,curiosity_innovation,parent,counselor
stakeholder,false,"Across this term, help your child build a creative habit of inventing and testing fresh ideas over the term.","Over the next quarter at work, build a creative habit of inventing and testing fresh ideas over the term.",0.643,curiosity_innovation,curiosity_innovation,parent,professional
stakeholder,false,"Across the term, support the student to build a creative habit of inventing and testing fresh ideas over the term.","Across a 90-day plan, guide your client to build a creative habit of inventing and testing fresh ideas over the term.",0.6,curiosity_innovation,curiosity_innovation,teacher,counselor
stakeholder,false,"Across the term, support the student to build a creative habit of inventing and testing fresh ideas over the term.","Over the next quarter at work, build a creative habit of inventing and testing fresh ideas over the term.",0.643,curiosity_innovation,curiosity_innovation,teacher,professional
stakeholder,false,Build a daily habit — a daily question that opens up a new idea to explore.,Help your child build a daily habit — a daily question that opens up a new idea to explore.,0.8,curiosity_innovation,curiosity_innovation,student,parent
stakeholder,false,Build a daily habit — a daily question that opens up a new idea to explore.,Encourage a daily classroom habit — a daily question that opens up a new idea to explore.,0.7,curiosity_innovation,curiosity_innovation,student,teacher
stakeholder,false,Build a daily habit — a daily question that opens up a new idea to explore.,Anchor a daily habit with your client — a daily question that opens up a new idea to explore.,0.7,curiosity_innovation,curiosity_innovation,student,counselor
stakeholder,false,Build a daily habit — a daily question that opens up a new idea to explore.,Build a daily workday habit — a daily question that opens up a new idea to explore.,0.889,curiosity_innovation,curiosity_innovation,student,professional
stakeholder,false,Help your child build a daily habit — a daily question that opens up a new idea to explore.,Build a daily workday habit — a daily question that opens up a new idea to explore.,0.727,curiosity_innovation,curiosity_innovation,parent,professional
stakeholder,false,Encourage a daily classroom habit — a daily question that opens up a new idea to explore.,Anchor a daily habit with your client — a daily question that opens up a new idea to explore.,0.636,curiosity_innovation,curiosity_innovation,teacher,counselor
