Assessment name	Stage	Anchor	Domain	Sub-Domain	Dimension	Focus Area	Layer (1-12)	Dimension	Question (Self-Assessment)	Response	A (1pt)	B (2pt)	C (3pt)	D (4pt)	E (5pt)	Polarity	Wt	Logic	Age Band	Stage 	Age
Short attention Span	Curiosity	No	Emotional	Anxiety	Stress Resp.	Emotional/Anxiety	11: Meta	Stress Response	Does "pressure" make you focus better or shut down?	Focus / Shut	Shut Down	-	Neutral	-	Focus	(±)	1.4	F=5, S=1	11-18	Curiosity	B, C
Short attention Span	Curiosity	No	Cognitive Development	Precision	Pattern Mastery	Deep Cognitive Development	6: Diagnostic	Pattern Mastery	Can you spot the pattern in a sequence alone?	Always to Never	Never	Rarely	Sometimes	Often	Always	(+)	1.5	Linear (1-5)	11-18	Curiosity	B, C
Short attention Span	Curiosity	No	Cognitive Development	Physiology	Alertness	Deep Cognitive Development	2: Physical	Alertness Window	Wake up feeling "ready to learn"?	Always to Never	Never	Rarely	Sometimes	Often	Always	(+)	1.3	Linear (1-5)	15-18	Curiosity	C
Short attention Span	Curiosity	No	Cognitive Development	Endurance	Digital Fatigue	Deep Cognitive Development	1: Duration	Digital Fatigue	Brain feel "fried" after 1 hour of scrolling?	Always to Never	Always	Often	Sometimes	Rarely	Never	(-)	1.4	Inverted (5-1)	11-18	Curiosity	B, C
Short attention Span	Curiosity	No	Emotional	Anxiety	Authority Bias	Emotional/Anxiety	11: Meta	Authority Bias	Focus better if a teacher you respect is teaching?	Always to Never	Always	Often	Sometimes	Rarely	Never	(-)	1.2	Inverted (5-1)	11-14	Curiosity	B
Short attention Span	Curiosity	No	Cognitive Development	Metacog	Summarize	Deep Cognitive Development	12: Core	Summarize	List the 3 most important things learned today?	Always to Never	Never	Rarely	Sometimes	Often	Always	(+)	1.6	Linear (1-5)	15-18	Curiosity	C
Short attention Span	Curiosity	No	Cognitive Development	Processing	Spatial Awareness	Deep Cognitive Development	9: Synthesis	Spatial Awareness	Struggle with maps, diagrams, or spatial orientation?	Always to Never	Always	Often	Sometimes	Rarely	Never	(-)	1.2	Inverted (5-1)	11-18	Curiosity	B, C
Short attention Span	Curiosity	No	Diagnostic	Motivation	Reward Delay	Hyper-focus Paradox	10: Exec	Reward Delay	Finish work now to have a "bigger fun" later?	Always to Never	Never	Rarely	Sometimes	Often	Always	(+)	1.5	Linear (1-5)	11-18	Curiosity	B, C
Short attention Span	Curiosity	No	Cognitive Development	Physiology	Wakefulness	Deep Cognitive Development	2: Physical	Wakefulness	Sharpest within 1 hour of waking up?	Yes / No	No	-	-	-	Yes	(+)	1.1	Yes=5, No=1	15-18	Curiosity	C
Short attention Span	Curiosity	No	Cognitive Development	Memory	Visual Recall	Deep Cognitive Development	7: Memory	Visual Recall	Remember where on the page you wrote a note?	Always to Never	Never	Rarely	Sometimes	Often	Always	(+)	1.3	Linear (1-5)	11-18	Curiosity	B, C
Short attention Span	Curiosity	No	Cognitive Development	Processing	Argument Logic	Deep Cognitive Development	9: Synthesis	Argument Logic	Do you notice when an argument doesn't make sense?	Always to Never	Never	Rarely	Sometimes	Often	Always	(+)	1.5	Linear (1-5)	15-18	Curiosity	C
Short attention Span	Curiosity	No	Cognitive Development	Precision	Self-Correction	Deep Cognitive Development	8: Precision	Self-Correction	Do you catch your own typos while writing?	Always to Never	Never	Rarely	Sometimes	Often	Always	(+)	1.4	Linear (1-5)	11-18	Curiosity	B, C
Short attention Span	Curiosity	No	Cognitive Development	Physiology	Hunger	Deep Cognitive Development	2: Physical	Hunger Focus	Does being slightly hungry make focus impossible?	Always to Never	Always	Often	Sometimes	Rarely	Never	(-)	1.2	Inverted (5-1)	11-18	Curiosity	B, C
Short attention Span	Curiosity	No	Diagnostic	Metacog	Tutoring	Hyper-focus Paradox	12: Core	Tutoring	Do you like explaining hard topics to your friends?	Always to Never	Never	Rarely	Sometimes	Often	Always	(+)	1.4	Linear (1-5)	15-18	Curiosity	C
Short attention Span	Curiosity	No	Cognitive Development	Memory	Mental Math	Deep Cognitive Development	7: Memory	Mental Math	Can you do two-digit multiplication in your head?	Yes / No	No	-	-	-	Yes	(+)	1.5	Yes=5, No=1	11-18	Curiosity	B, C
Short attention Span	Curiosity	No	Cognitive Development	Metacog	Future Vision	Deep Cognitive Development	12: Core	Future Vision	"See" yourself succeeding 5 years from now?	Always to Never	Never	Rarely	Sometimes	Often	Always	(+)	1.6	Linear (1-5)	15-18	Curiosity	C
Short attention Span	Insight	Yes	Cognitive Development	Stimulus Ctrl	Novelty Bias	Deep Cognitive Development	6: Diagnostic	Stimulus Salience	Does your brain prioritize "new" info over "important" info?	Always to Never	Always	Often	Somet.	Rarely	Never	(-)	12-31	Inverted	11-18	Insight	B, C
Short attention Span	Insight	No	Behavioral	Neuro-Chem	Dopamine Loop	High-Impact	3: Impulse	Reward Seeking	Feel a physical "high" when finding a new tab or app?	Always to Never	Always	Often	Somet.	Rarely	Never	(-)	1.6	Inverted	15-18	Insight	C
Short attention Span	Insight	No	Cognitive Development	Resource Mgt	Cog. Load	Deep Cognitive Development	1: Duration	Mental Friction	Quit because the task feels "heavy" in your forehead?	Always to Never	Always	Often	Somet.	Rarely	Never	(-)	12-31	Inverted	11-18	Insight	B, C
Short attention Span	Insight	No	Behavioral	Environment	Anchor Dep.	High-Impact	5: Sensory	Context Lock	Only focus if the room is exactly a certain way?	Always to Never	Always	Often	Somet.	Rarely	Never	(-)	12-31	Inverted	11-14	Insight	B
Short attention Span	Insight	Yes	Emotional	Avoidance	Task Avoid.	Anxiety/Reg	11: Meta	Defensive Drift	Is your "distraction" a way to avoid feeling confused?	Agree to Disagree	Agree	Incline	Neutral	Disinc	Disagree	(-)	1.9	Inverted	15-18	Insight	C
Short attention Span	Insight	No	Cognitive Development	Processing	Semantic Proc	Deep Cognitive Development	8: Precision	Meaning Gap	Lose focus if you don't know a word's "meaning"?	Always to Never	Always	Often	Somet.	Rarely	Never	(-)	12-31	Inverted	11-18	Insight	B, C
Short attention Span	Insight	No	Behavioral	Social/Ext	Feedback Loop	High-Impact	12: Core	External Fuel	Stop working if you don't get a "Great job" often?	Always to Never	Always	Often	Somet.	Rarely	Never	(-)	12-31	Inverted	11-14	Insight	B
Short attention Span	Insight	No	Physiology	Metabolic	Metabolic Win	High-Impact	2: Physical	Glucose Spike	Focus drop exactly 30 mins after a sugary snack?	Always to Never	Always	Often	Somet.	Rarely	Never	(-)	12-31	Inverted	11-18	Insight	B, C
Short attention Span	Insight	No	Cognitive Development	Exec Function	Planning Par.	Deep Cognitive Development	10: Exec	Initiation Gap	Can list the steps but can't "start" step one?	Always to Never	Always	Often	Somet.	Rarely	Never	(-)	1.7	Inverted	15-18	Insight	C
Short attention Span	Insight	No	Behavioral	Sensory Int	Tactical Dist	High-Impact	5: Sensory	Physical Irritant	Texture of clothes/chair make you lose focus?	Always to Never	Always	Often	Somet.	Rarely	Never	(-)	12-31	Inverted	11-14	Insight	B
Short attention Span	Insight	No	Cognitive Development	Memory	Work Memory	Deep Cognitive Development	7: Memory	Buffer Overflow	Forget middle of sentence while still reading?	Always to Never	Always	Often	Somet.	Rarely	Never	(-)	12-31	Inverted	11-18	Insight	B, C
Short attention Span	Insight	Yes	Cognitive Development	Metacog	Aware Barrier	Deep Cognitive Development	12: Core	Lag Time	Realize distraction 20 mins after it started?	Always to Never	Always	Often	Somet.	Rarely	Never	(-)	2	Inverted	15-18	Insight	C
Short attention Span	Insight	No	Emotional	Self-Concept	Perfect. Block	Anxiety/Reg	12: Core	Error Allergy	Stop focusing if first sentence isn't "perfect"?	Always to Never	Always	Often	Somet.	Rarely	Never	(-)	1.6	Inverted	15-18	Insight	C
Short attention Span	Insight	No	Behavioral	Social	Social Valid.	High-Impact	11: Meta	Mirror Focus	Focus better if friends are also studying?	Never to Always	Never	Rarely	Somet.	Often	Always	(+)	12-31	Linear	11-18	Insight	B, C
Short attention Span	Insight	No	Cognitive Development	Internal Reg	Mental Vis.	Deep Cognitive Development	9: Synthesis	Imagery Power	Can "see" the concept in your head like a 3D model?	Never to Always	Never	Rarely	Somet.	Often	Always	(+)	12-31	Linear	11-18	Insight	B, C
Short attention Span	Insight	No	Diagnostic	Transitions	Trans. Fric.	High-Impact	4: Recovery	Static Friction	Hardest part is moving from "rest" to "work"?	Always to Never	Always	Often	Somet.	Rarely	Never	(-)	12-31	Inverted	11-18	Insight	B, C
Short attention Span	Insight	No	Physiology	Chronotype	Circadian Aln	High-Impact	2: Physical	Peak Window	Feel "mentally awake" only after sun goes down?	Yes / No	Yes	--	Neutral	--	No	(±)	1.3	Neut (3)	15-18	Insight	C
Short attention Span	Insight	No	Cognitive Development	Filtering	Filtering Eff.	Deep Cognitive Development	5: Sensory	Audio Gating	In noisy room, can you "tune out" background?	Never to Always	Never	Rarely	Somet.	Often	Always	(+)	12-31	Linear	11-14	Insight	B
Short attention Span	Insight	No	Cognitive Development	Resource	Resource All.	Deep Cognitive Development	10: Exec	Front-Loading	Spend all "focus energy" on easy parts first?	Always to Never	Always	Often	Somet.	Rarely	Never	(-)	1.4	Inverted	15-18	Insight	C
Short attention Span	Insight	Yes	Cognitive Development	Metacog	Monitoring	Deep Cognitive Development	12: Core	Self-Correction	Internal voice tells you to "get back to work"?	Never to Always	Never	Rarely	Somet.	Often	Always	(+)	12-31	Linear	11-18	Insight	B, C
Short attention Span	Insight	No	Cognitive Development	Processing	Pattern Lag	Deep Cognitive Development	6: Diagnostic	Speed vs Accuracy	Do you rush through work to "get it over with"?	Always to Never	Always	Often	Somet.	Rarely	Never	(-)	1.5	Inverted	11-18	Insight	B, C
Short attention Span	Insight	No	Behavioral	Inhibition	Motor Impulse	High-Impact	3: Impulse	Physical Tic	Do you need to click a pen or tap a desk to focus?	Always to Never	Always	Often	Somet.	Rarely	Never	(-)	1.3	Inverted	11-14	Insight	B
Short attention Span	Insight	No	Emotional	Resilience	Frust. Tolerance	Anxiety/Reg	11: Meta	Error Panic	If you get one question wrong, does your focus shatter?	Always to Never	Always	Often	Somet.	Rarely	Never	(-)	1.7	Inverted	11-18	Insight	B, C
Short attention Span	Insight	No	Cognitive Development	Memory	Echoic Memory	Deep Cognitive Development	7: Memory	Audio Decay	Forget what the teacher said the moment they stop?	Always to Never	Always	Often	Somet.	Rarely	Never	(-)	1.6	Inverted	11-18	Insight	B, C
Short attention Span	Insight	Yes	Behavioral	Exec Function	Task Switching	High-Impact	4: Recovery	Cognitive Development Pivot	Hard to stop one task and start a totally different one?	Always to Never	Always	Often	Somet.	Rarely	Never	(-)	1.6	Inverted	15-18	Insight	C
Short attention Span	Insight	No	Cognitive Development	Sensory	Visual Overload	Deep Cognitive Development	5: Sensory	Field Clutter	Too many colors/posters on the wall distract you?	Always to Never	Always	Often	Somet.	Rarely	Never	(-)	1.2	Inverted	11-14	Insight	B
Short attention Span	Insight	No	Behavioral	Inhibition	Social Impulse	High-Impact	3: Impulse	Chat Urge	Feel "forced" to talk to a friend during quiet time?	Always to Never	Always	Often	Somet.	Rarely	Never	(-)	1.4	Inverted	11-14	Insight	B
Short attention Span	Insight	No	Emotional	Self-Concept	Competence	Anxiety/Reg	12: Core	Skill Doubt	I feel like I'm "faking" focus while my mind is away.	Agree to Disagree	Agree	Incline	Neutral	Disinc	Disagree	(-)	1.5	Inverted	15-18	Insight	C
Short attention Span	Insight	No	Cognitive Development	Processing	Serial Proc.	Deep Cognitive Development	9: Synthesis	Step Logic	Struggle with instructions that have more than 3 steps?	Always to Never	Always	Often	Somet.	Rarely	Never	(-)	1.6	Inverted	11-18	Insight	B, C
Short attention Span	Insight	No	Physiology	Sleep	REM Impact	High-Impact	2: Physical	Morning Fog	Does your brain feel "asleep" for the first 2 hours of school?	Always to Never	Always	Often	Somet.	Rarely	Never	(-)	1.4	Inverted	15-18	Insight	C
Short attention Span	Insight	No	Cognitive Development	Endurance	Mental Energy	Deep Cognitive Development	1: Duration	Battery Life	Do you feel "mentally drained" by lunchtime?	Always to Never	Always	Often	Somet.	Rarely	Never	(-)	1.5	Inverted	11-18	Insight	B, C
Short attention Span	Insight	No	Behavioral	Exec Function	Goal Setting	High-Impact	10: Exec	Objective Blur	Do you start a task without knowing what "finished" looks like?	Always to Never	Always	Often	Somet.	Rarely	Never	(-)	1.6	Inverted	15-18	Insight	C
Short attention Span	Insight	No	Emotional	Motivation	Reward Salience	Anxiety/Reg	11: Meta	Interest Lock	I can focus for 5 hours on a hobby but 0 mins on Math.	Agree to Disagree	Agree	Incline	Neutral	Disinc	Disagree	(-)	1.8	Inverted	11-18	Insight	B, C
Short attention Span	Insight	No	Cognitive Development	Metacog	Meta-Monitoring	Deep Cognitive Development	12: Core	Drift Detection	Do you notice you've drifted only when someone calls you?	Always to Never	Always	Often	Somet.	Rarely	Never	(-)	1.9	Inverted	15-18	Insight	C
Short attention Span	Insight	No	Behavioral	Inhibition	App Hopping	High-Impact	3: Impulse	Digital Loop	Open Instagram/YouTube "automatically" without thinking?	Always to Never	Always	Often	Somet.	Rarely	Never	(-)	1.7	Inverted	15-18	Insight	C
Short attention Span	Insight	No	Cognitive Development	Sensory	Auditory Focus	Deep Cognitive Development	5: Sensory	Sound Gating	Do you need specific "white noise" to stop thoughts?	Yes / No	Yes	--	Neutral	--	No	(±)	1.1	Neut (3)	11-18	Insight	B, C
Short attention Span	Insight	No	Emotional	Anxiety	Evaluative Stress	Anxiety/Reg	11: Meta	Test Panic	Focus is great at home but "zero" during a test?	Always to Never	Always	Often	Somet.	Rarely	Never	(-)	1.6	Inverted	11-18	Insight	B, C
Short attention Span	Insight	No	Cognitive Development	Processing	Speed	Deep Cognitive Development	8: Precision	Thinking Speed	Do you think faster than you can write/type?	Always to Never	Always	Often	Somet.	Rarely	Never	(-)	1.4	Inverted	11-18	Insight	B, C
Short attention Span	Insight	No	Behavioral	Exec Function	Organization	High-Impact	10: Exec	Structure Need	Does a messy desk physically prevent you from thinking?	Always to Never	Always	Often	Somet.	Rarely	Never	(-)	1.2	Inverted	11-18	Insight	B, C
Short attention Span	Insight	Yes	Cognitive Development	Metacog	Self-Regulation	Deep Cognitive Development	12: Core	Volitional Ctrl	Can you "command" your brain to focus on a boring task?	Never to Always	Never	Rarely	Somet.	Often	Always	(+)	2	Linear	15-18	Insight	C
Short attention Span	Insight	No	Physiology	Hydration	Brain Fuel	High-Impact	2: Physical	Fluid Impact	Does a headache start after 30 mins of intense study?	Always to Never	Always	Often	Somet.	Rarely	Never	(-)	1.2	Inverted	11-18	Insight	B, C
Short attention Span	Insight	No	Cognitive Development	Memory	Retrieval	Deep Cognitive Development	7: Memory	Tip of Tongue	Do you know the answer but can't find the word?	Always to Never	Always	Often	Somet.	Rarely	Never	(-)	1.5	Inverted	11-18	Insight	B, C
Short attention Span	Insight	No	Behavioral	Inhibition	Verbal Impulse	High-Impact	3: Impulse	Blurting	Do you shout answers before the teacher finishes?	Always to Never	Always	Often	Somet.	Rarely	Never	(-)	1.6	Inverted	11-14	Insight	B
Short attention Span	Insight	No	Emotional	Self-Concept	Self-Efficacy	Anxiety/Reg	12: Core	Hopefulness	I believe my focus can improve with the right tools.	Disagree to Agree	Disagree	Incline	Neutral	Disinc	Agree	(+)	1.4	Linear	11-18	Insight	B, C
Short attention Span	Insight	No	Cognitive Development	Synthesis	Linkage	Deep Cognitive Development	9: Synthesis	Concept Web	Can you see how today's lesson connects to last week's?	Never to Always	Never	Rarely	Somet.	Often	Always	(+)	1.7	Linear	15-18	Insight	C
Short attention Span	Insight	No	Behavioral	Exec Function	Resource Alloc.	High-Impact	10: Exec	Effort Scaling	Do you use "too much energy" on unimportant details?	Always to Never	Always	Often	Somet.	Rarely	Never	(-)	1.5	Inverted	11-18	Insight	B, C
Short attention Span	Insight	No	Cognitive Development	Endurance	Reading Stamina	Deep Cognitive Development	1: Duration	Depth Capacity	Can you read a complex article without checking the time?	Never to Always	Never	Rarely	Somet.	Often	Always	(+)	1.8	Linear	15-18	Insight	C
Short attention Span	Insight	No	Diagnostic	Transitions	Shift Friction	High-Impact	4: Recovery	Context Reset	Is it hard to "come back" after a 5-minute lunch break?	Always to Never	Always	Often	Somet.	Rarely	Never	(-)	1.7	Inverted	11-18	Insight	B, C
Short attention Span	Insight	No	Emotional	Motivation	Intrinsic Drive	Anxiety/Reg	11: Meta	Purpose Need	I only focus if I understand why the topic is useful.	Always to Never	Always	Often	Somet.	Rarely	Never	(-)	1.4	Inverted	15-18	Insight	C
Short attention Span	Insight	Yes	Cognitive Development	Metacog	Monitoring	Deep Cognitive Development	12: Core	Error Check	Do you catch your own focus-drifting mid-sentence?	Never to Always	Never	Rarely	Somet.	Often	Always	(+)	1.9	Linear	15-18	Insight	C
Short attention Span	Insight	No	Cognitive Development	Sensory	Visual Gating	Deep Cognitive Development	5: Sensory	Peripheral Int.	Do you get distracted by people moving in the corner of your eye?	Always to Never	Always	Often	Somet.	Rarely	Never	(-)	1.3	Inverted	11-18	Insight	B, C
Short attention Span	Insight	No	Behavioral	Exec Function	Complexity	High-Impact	10: Exec	Chunking Deficit	If a task is too big, do you feel paralyzed and do nothing?	Always to Never	Always	Often	Somet.	Rarely	Never	(-)	1.7	Inverted	15-18	Insight	C
Short attention Span	Insight	No	Emotional	Resilience	Stamina	Anxiety/Reg	1: Duration	Ego Depletion	Does your "willpower" run out by the middle of the day?	Always to Never	Always	Often	Somet.	Rarely	Never	(-)	1.5	Inverted	11-18	Insight	B, C
Short attention Span	Insight	No	Cognitive Development	Memory	Visual Memory	Deep Cognitive Development	7: Memory	Iconic Decay	Can you remember the page layout but not the text on it?	Always to Never	Always	Often	Somet.	Rarely	Never	(-)	1.4	Inverted	11-18	Insight	B, C
