intent,target_id,target_tag,after_class,resolved_id,tie_count,confidence
"i need help with digitally distracted students",CONCERN_SOC_2143,LIFESTYLE_PRESSURE,drift,CONCERN_COM_2453,1,28
"i cannot manage handling students with weak performance confidence in competitive exams",CONCERN_SOC_2294,COMPETITIVE_EXAM,failure,,1,0
"i need help with handling students with weak performance confidence in competitive exams",CONCERN_SOC_2294,COMPETITIVE_EXAM,failure,,3,0
"i struggle with building academic independence",CONCERN_SOC_2330,ACADEMIC_IDENTITY,drift,CONCERN_CAR_256,1,41
"i cannot manage building academic independence",CONCERN_SOC_2330,ACADEMIC_IDENTITY,failure,,2,0
"i cannot manage students escalating conflicts emotionally",CONCERN_SOC_2376,SOCIAL_EMOTIONAL,drift,CONCERN_PER_1476,1,35
"i struggle with students struggling to express academic difficulties openly",CONCERN_SOC_2378,SOCIAL_EMOTIONAL,failure,,1,0
"i struggle with emotional boundaries among students",CONCERN_SOC_2382,SOCIAL_EMOTIONAL,drift,CONCERN_MOT_2172,1,28
"i cannot manage emotional boundaries among students",CONCERN_SOC_2382,SOCIAL_EMOTIONAL,failure,,1,0
"i struggle with adapt communication across hierarchies",CONCERN_SOC_440,COMMUNICATION_EXPRESSION,failure,,3,0
"i keep struggling with adapt communication across hierarchies",CONCERN_SOC_440,COMMUNICATION_EXPRESSION,failure,,1,0
"i need help with adapt communication across hierarchies",CONCERN_SOC_440,COMMUNICATION_EXPRESSION,failure,,1,0
"i struggle with learning agility",CONCERN_STE_1724,LEARNING_ADAPTABILITY,drift,CONCERN_DIS_2131,2,25
"i keep struggling with learning agility",CONCERN_STE_1724,LEARNING_ADAPTABILITY,drift,CONCERN_SOC_1338,1,36
"i keep struggling with supporting students with weak exam temperament",CONCERN_STE_2163,EXAMINATION_READINESS,drift,CONCERN_CON_1322,1,18
"i cannot manage supporting students with weak exam temperament",CONCERN_STE_2163,EXAMINATION_READINESS,drift,CONCERN_DIS_678,1,25
"i need help with supporting students with weak exam temperament",CONCERN_STE_2163,EXAMINATION_READINESS,failure,,7,0
"i cannot manage managing students with weak participation in experiential learning",CONCERN_STE_2266,COMPETENCY_DEVELOPMENT,drift,CONCERN_DIS_678,2,21
"i struggle with handling students with weak academic confidence in english",CONCERN_STE_2456,COMMUNICATION_EXPRESSION,drift,CONCERN_CAR_256,1,34
"i keep struggling with handling students with weak academic confidence in english",CONCERN_STE_2456,COMMUNICATION_EXPRESSION,drift,CONCERN_ACA_2340,1,25
"i cannot manage handling students with weak academic confidence in english",CONCERN_STE_2456,COMMUNICATION_EXPRESSION,failure,,1,0
"i need help with handling students with weak academic confidence in english",CONCERN_STE_2456,COMMUNICATION_EXPRESSION,drift,CONCERN_CLA_2243,1,36
"weak adaptability to new learning technologies",CONCERN_STR_318,ADAPTIVE_LEARNING,drift,CONCERN_COM_2174,1,32
"i struggle with adaptability to new learning technologies",CONCERN_STR_318,ADAPTIVE_LEARNING,drift,CONCERN_COM_2174,1,32
"i have trouble with adaptability to new learning technologies",CONCERN_STR_318,ADAPTIVE_LEARNING,drift,CONCERN_COM_2174,1,34
"i keep struggling with adaptability to new learning technologies",CONCERN_STR_318,ADAPTIVE_LEARNING,failure,,1,0
"i cannot manage adaptability to new learning technologies",CONCERN_STR_318,ADAPTIVE_LEARNING,failure,,1,0
"i need help with adaptability to new learning technologies",CONCERN_STR_318,ADAPTIVE_LEARNING,failure,,1,0
"i cannot manage emotional burnout during placement season",CONCERN_STR_399,LIFESTYLE_PRESSURE,drift,CONCERN_CAR_713,1,23
"i keep struggling with handle constructive criticism professionally",CONCERN_STR_588,EMOTIONAL_REGULATION,drift,CONCERN_SOC_2389,1,39
"i struggle with workplace feedback emotionally",CONCERN_STR_667,EMOTIONAL_RECOVERY,drift,CONCERN_EMP_1053,1,26
"i cannot manage workplace feedback emotionally",CONCERN_STR_667,EMOTIONAL_RECOVERY,drift,CONCERN_ACA_1062,1,24
"i need help with workplace feedback emotionally",CONCERN_STR_667,EMOTIONAL_RECOVERY,drift,CONCERN_HEL_2305,1,23
"i keep struggling with emotional pressure during high visibility assignments",CONCERN_STR_739,EMOTIONAL_REGULATION,failure,,1,0
"i cannot manage emotional fatigue from constant organizational visibility",CONCERN_STR_823,EMOTIONAL_REGULATION,drift,CONCERN_WOR_1139,1,24
"i keep struggling with visibility into student motivation changes over time",CONCERN_STU_1288,MOTIVATION_VALUES,drift,CONCERN_LEA_1246,1,27
"i cannot manage visibility into student motivation changes over time",CONCERN_STU_1288,MOTIVATION_VALUES,drift,CONCERN_LEA_1246,1,36
"i need help with visibility into student motivation changes over time",CONCERN_STU_1288,MOTIVATION_VALUES,failure,,1,0
"i struggle with interest in studies",CONCERN_STU_1353,ENGAGEMENT_MANAGEMENT,drift,CONCERN_CAR_256,12,31
"i need help with interest in studies",CONCERN_STU_1353,ENGAGEMENT_MANAGEMENT,failure,,4,0
"i struggle with problem-solving ability",CONCERN_STU_1369,COGNITIVE_SKILLS,drift,CONCERN_ACA_1650,1,34
"i have trouble with problem-solving ability",CONCERN_STU_1369,COGNITIVE_SKILLS,drift,CONCERN_FOU_1933,11,34
"i keep struggling with problem-solving ability",CONCERN_STU_1369,COGNITIVE_SKILLS,drift,CONCERN_LEA_1191,1,33
"i cannot manage problem-solving ability",CONCERN_STU_1369,COGNITIVE_SKILLS,drift,CONCERN_FOU_1933,11,28
"i need help with problem-solving ability",CONCERN_STU_1369,COGNITIVE_SKILLS,failure,,4,0
"i struggle with curiosity-driven learning",CONCERN_STU_1374,INNOVATION_READINESS,drift,CONCERN_DIS_2131,2,25
"i struggle with confidence in personal abilities",CONCERN_STU_1415,SELF_DEVELOPMENT,drift,CONCERN_CAR_256,1,37
"i keep struggling with confidence in personal abilities",CONCERN_STU_1415,SELF_DEVELOPMENT,drift,CONCERN_PRO_1417,1,22
"i cannot manage confidence in personal abilities",CONCERN_STU_1415,SELF_DEVELOPMENT,drift,CONCERN_EMO_740,1,14
"i need help with confidence in personal abilities",CONCERN_STU_1415,SELF_DEVELOPMENT,failure,,4,0
"i keep struggling with measure future readiness institutionally",CONCERN_TAL_1172,EMPLOYABILITY_FUTURE,drift,CONCERN_ACA_1224,1,29
"i cannot manage visibility into student curiosity and inquiry levels",CONCERN_TEA_1170,INQUIRY_CURIOSITY,drift,CONCERN_LEA_1246,1,28
"i struggle with building long-term workplace stability",CONCERN_THI_1150,WORKPLACE_ADAPTATION,drift,CONCERN_CAR_256,1,28
"i cannot manage academic confidence",CONCERN_THI_1652,CONFIDENCE_SELF,failure,,11,0
"i keep struggling with competitive environments",CONCERN_THI_1682,EXAMINATION_STRESS,failure,,1,0
"i cannot manage competitive environments",CONCERN_THI_1682,EXAMINATION_STRESS,failure,,1,0
"i need help with competitive environments",CONCERN_THI_1682,EXAMINATION_STRESS,failure,,2,0
"i struggle with emotional dependency on friends",CONCERN_THI_1769,SOCIAL_EMOTIONAL,drift,CONCERN_HOL_781,1,30
"i cannot manage emotional dependency on friends",CONCERN_THI_1769,SOCIAL_EMOTIONAL,drift,CONCERN_WOR_1139,2,21
"i struggle with adapting to change",CONCERN_THI_1814,ADJUSTMENT_COPING,drift,CONCERN_REF_1543,1,37
"i keep struggling with adapting to change",CONCERN_THI_1814,ADJUSTMENT_COPING,drift,CONCERN_DIS_1186,5,32
"i cannot manage adapting to change",CONCERN_THI_1814,ADJUSTMENT_COPING,drift,CONCERN_EMO_747,1,29
"i need help with adapting to change",CONCERN_THI_1814,ADJUSTMENT_COPING,failure,,1,0
"i need help with analytical thinking",CONCERN_THI_1934,THINKING_QUALITY,failure,,1,0
"i struggle with learning agility",CONCERN_THI_1935,LEARNING_ADAPTABILITY,drift,CONCERN_DIS_2131,2,25
"i keep struggling with learning agility",CONCERN_THI_1935,LEARNING_ADAPTABILITY,drift,CONCERN_SOC_1338,1,36
"i struggle with career awareness",CONCERN_THI_1966,ACADEMIC_IDENTITY,drift,CONCERN_CAR_256,3,37
"i keep struggling with career awareness",CONCERN_THI_1966,ACADEMIC_IDENTITY,failure,,10,0
"i cannot manage career awareness",CONCERN_THI_1966,ACADEMIC_IDENTITY,failure,,19,0
"i need help with career awareness",CONCERN_THI_1966,ACADEMIC_IDENTITY,failure,,1,0
"i keep struggling with learning confidence after failure",CONCERN_THI_1980,CONFIDENCE_SELF,failure,,1,0
"i need help with learning confidence after failure",CONCERN_THI_1980,CONFIDENCE_SELF,failure,,1,0
"i struggle with learning fatigue",CONCERN_THI_2017,EXAMINATION_STRESS,drift,CONCERN_DIS_2131,2,25
"i keep struggling with learning fatigue",CONCERN_THI_2017,EXAMINATION_STRESS,failure,,12,0
"i cannot manage learning fatigue",CONCERN_THI_2017,EXAMINATION_STRESS,failure,,2,0
"i need help with learning fatigue",CONCERN_THI_2017,EXAMINATION_STRESS,failure,,2,0
"i keep struggling with group discussions",CONCERN_THI_2026,COMMUNICATION_EXPRESSION,drift,CONCERN_DEC_1470,1,20
"i struggle with academic reflection after exams",CONCERN_THI_2042,SELF_REFLECTION,drift,CONCERN_CAR_256,1,33
"i need help with academic reflection after exams",CONCERN_THI_2042,SELF_REFLECTION,drift,CONCERN_CON_2225,1,30
"i struggle with long-term academic pressure",CONCERN_THI_2069,EXAMINATION_STRESS,failure,,2,0
"i keep struggling with long-term academic pressure",CONCERN_THI_2069,EXAMINATION_STRESS,drift,CONCERN_SOC_2378,1,26
"i cannot manage long-term academic pressure",CONCERN_THI_2069,EXAMINATION_STRESS,drift,CONCERN_DIS_678,2,25
"i need help with long-term academic pressure",CONCERN_THI_2069,EXAMINATION_STRESS,drift,CONCERN_LEA_1043,1,29
"i cannot manage building career motivation without clear direction",CONCERN_THI_213,MOTIVATION_VALUES,drift,CONCERN_ACA_451,1,26
"i keep struggling with supporting students during academic burnout",CONCERN_THI_2138,EXAMINATION_STRESS,failure,,1,0
"i cannot manage supporting students during academic burnout",CONCERN_THI_2138,EXAMINATION_STRESS,drift,CONCERN_DIS_678,1,29
"i need help with supporting students during academic burnout",CONCERN_THI_2138,EXAMINATION_STRESS,failure,,1,0
"i cannot manage supporting students with weak question interpretation skills",CONCERN_THI_2250,EXAMINATION_READINESS,drift,CONCERN_DIS_678,1,22
"i need help with supporting students with weak question interpretation skills",CONCERN_THI_2250,EXAMINATION_READINESS,failure,,2,0
"i keep struggling with supporting students with weak learning consistency during holidays",CONCERN_THI_2262,DISCIPLINE_HABITS,drift,CONCERN_SOC_1338,2,21
"i cannot manage supporting students with weak learning consistency during holidays",CONCERN_THI_2262,DISCIPLINE_HABITS,drift,CONCERN_DIS_678,1,25
"i need help with supporting students with weak learning consistency during holidays",CONCERN_THI_2262,DISCIPLINE_HABITS,failure,,1,0
"i struggle with students with weak academic curiosity in higher grades",CONCERN_THI_2275,MOTIVATION_VALUES,failure,,2,0
"i cannot manage students with weak academic curiosity in higher grades",CONCERN_THI_2275,MOTIVATION_VALUES,drift,CONCERN_DIS_678,1,21
"i keep struggling with supporting students with weak emotional expression in classroom",CONCERN_THI_2289,COMMUNICATION_EXPRESSION,drift,CONCERN_INQ_1254,1,16
"i cannot manage supporting students with weak emotional expression in classroom",CONCERN_THI_2289,COMMUNICATION_EXPRESSION,drift,CONCERN_DIS_678,1,25
"i need help with supporting students with weak emotional expression in classroom",CONCERN_THI_2289,COMMUNICATION_EXPRESSION,drift,CONCERN_HEL_2305,1,16
"i cannot manage students making poor decisions under stress",CONCERN_THI_2349,THINKING_QUALITY,failure,,1,0
"i need help with students unable to recover after mistakes during exams",CONCERN_THI_2352,THINKING_QUALITY,drift,CONCERN_CON_2225,2,34
"i keep struggling with adaptive thinking during difficult questions",CONCERN_THI_2353,THINKING_QUALITY,drift,CONCERN_SOC_1299,1,22
"i need help with adaptive thinking during difficult questions",CONCERN_THI_2353,THINKING_QUALITY,failure,,1,0
"i cannot manage building professional discipline without supervision",CONCERN_THI_47,DISCIPLINE_HABITS,drift,CONCERN_ACA_451,1,31
"i struggle with academic pressure with placement preparation",CONCERN_THI_57,LIFESTYLE_PRESSURE,drift,CONCERN_EMP_1053,1,22
"i keep struggling with academic pressure with placement preparation",CONCERN_THI_57,LIFESTYLE_PRESSURE,failure,,1,0
"i cannot manage academic pressure with placement preparation",CONCERN_THI_57,LIFESTYLE_PRESSURE,drift,CONCERN_CAR_368,1,30
"i cannot manage adapting to organizational restructuring",CONCERN_THI_771,WORKPLACE_ADAPTATION,drift,CONCERN_CAR_713,1,22
"i struggle with handling leadership visibility",CONCERN_WOR_1116,LEADERSHIP_OWNERSHIP,failure,,1,0
"i need help with handling leadership visibility",CONCERN_WOR_1116,LEADERSHIP_OWNERSHIP,failure,,1,0
"i need help with sustain learning momentum over time",CONCERN_WOR_1152,COMPETENCY_DEVELOPMENT,drift,CONCERN_STE_2219,1,38
"i struggle with building confidence in professional communication",CONCERN_WOR_665,COMMUNICATION_EXPRESSION,drift,CONCERN_CAR_256,1,36
"i need help with building confidence in professional communication",CONCERN_WOR_665,COMMUNICATION_EXPRESSION,failure,,1,0
"i struggle with emotional pressure during probation",CONCERN_WOR_675,EMOTIONAL_REGULATION,failure,,2,0
"i keep struggling with emotional pressure during probation",CONCERN_WOR_675,EMOTIONAL_REGULATION,failure,,2,0
"i keep struggling with handle professional criticism constructively",CONCERN_WOR_682,EMOTIONAL_RECOVERY,drift,CONCERN_SOC_2389,1,39
"i need help with build long-term professional discipline",CONCERN_WOR_726,DISCIPLINE_HABITS,drift,CONCERN_EXA_2297,2,29
"i struggle with emotional stress from career uncertainty",CONCERN_WOR_987,EMOTIONAL_REGULATION,drift,CONCERN_EMP_1053,1,30
"i keep struggling with emotional stress from career uncertainty",CONCERN_WOR_987,EMOTIONAL_REGULATION,drift,CONCERN_EMP_1053,1,21
"i struggle with emotional pressure from career gaps",CONCERN_WOR_993,CAREER_GROWTH,drift,CONCERN_EMP_1053,1,35
"i keep struggling with emotional pressure from career gaps",CONCERN_WOR_993,CAREER_GROWTH,drift,CONCERN_EMP_1053,1,26
"i cannot manage emotional pressure from career gaps",CONCERN_WOR_993,CAREER_GROWTH,drift,CONCERN_COM_430,2,18
