concern_id,domain,concern_cluster,display_label,Concern Search,relevance_in_india,parent_anxiety_level,growth_trend,severity,capadex_priority,common_indian_context,primary_persona,contextual_modifier,concern_category,intelligence_layer,signal_cluster,assessment_dimension,root_cause_group,intervention_lens,capability_mapping,relational_bridge_tag,age_min,age_max,source_row_index
CONCERN_CAR_71,"Confidence, Self-Concept & Comparison",Difficulty Building Emotional Independence from Peer Success,Building Emotional Independence from Peer Success,Stop comparing with peers,High,High,Rising,High,P1,Social media and placement comparisons,Campus Student,Emotional Stability,Peer Success Comparison Anxiety,Emotional Intelligence,Inferiority & Withdrawal Signals,Confidence Stability,External Validation Dependency,Confidence Coaching,Emotional Independence,CONFIDENCE_SELF,18,24,71
CONCERN_CON_72,Thinking Quality Under Pressure,Weak Decision-Making Under Career Pressure,Decision-Making Under Career Pressure,Career decision pressure,High,High,Rising,High,P1,Confused placement or higher-study decisions,Campus Student,Career Decision-Making,Career Decision Instability,Strategic Intelligence,Indecisiveness Signals,Professional Readiness,Fear-Based Thinking,Decision Coaching,Strategic Judgment,THINKING_QUALITY,18,24,72
CONCERN_THI_73,Academic & Cognitive Effectiveness,Difficulty Maintaining Focus During Long Placement Preparation Cycles,Focus During Long Placement Preparation Cycles,Staying focused during placement prep,High,High,Rising,High,P1,Extended preparation fatigue,Campus Student,Placement Preparation,Placement Attention Fatigue,Cognitive Intelligence,Focus Drift Signals,Sustained Preparation,Burnout & Cognitive Exhaustion,Focus Coaching,Sustained Attention,ACADEMIC_COGNITIVE,20,24,73
CONCERN_ACA_74,Examination Stress & Emotional Regulation,Weak Emotional Recovery After Academic Setbacks in College,Emotional Recovery After Academic Setbacks in College,Recovering from academic failure,Medium-High,High,Rising,High,P1,Semester failure stress,Campus Student,Recovery Intelligence,Academic Recovery Weakness,Emotional Intelligence,Emotional Withdrawal,Recovery Stability,Fear of Failure,Recovery Coaching,Academic Resilience,EXAMINATION_STRESS,17,24,74
CONCERN_EXA_75,"Confidence, Self-Concept & Comparison",Difficulty Building Professional Confidence Without Validation,Building Professional Confidence Without Validation,Confidence without approval from others,Medium,Medium,Rising,Medium,P2,Dependence on external appreciation,Campus Student,Self Confidence,External Validation Dependency,Emotional Intelligence,Self-Doubt Signals,Confidence Stability,Conditional Self-Worth,Confidence Coaching,Internal Confidence,CONFIDENCE_SELF,18,24,75
CONCERN_CON_76,Career Readiness,Weak Real-World Exposure Before Placements,Real-World Exposure Before Placements,Need industry exposure,High,High,Rising,High,P1,Limited internships/projects,Campus Student,Industry Exposure,Real-World Exposure Deficit,Applied Intelligence,Practical Awareness Gaps,Employability Readiness,Theory-Oriented Learning,Exposure Coaching,Industry Preparedness,CAREER_READINESS,18,24,76
CONCERN_CAR_77,Career Readiness,Difficulty Building Structured Career Preparation Plans,Building Structured Career Preparation Plans,Career preparation roadmap,High,Medium,Rising,Medium,P2,Randomized placement preparation,Campus Student,Career Planning,Career Preparation Structure Weakness,Strategic Intelligence,Unorganized Career Effort,Goal Coordination,Lack of Strategic Planning,Career Planning Coaching,Structured Preparation,CAREER_READINESS,18,24,77
CONCERN_CAR_78,Communication & Expression,Weak Emotional Control During Interviews,Emotional Control During Interviews,Interview nervousness,High,High,Rising,High,P1,Nervousness affecting communication,Campus Student,Placement Readiness,Interview Emotional Dysregulation,Emotional Intelligence,Panic & Hesitation Signals,Interview Stability,Fear of Judgement,Interview Coaching,Professional Composure,COMMUNICATION_EXPRESSION,20,24,78
CONCERN_COM_79,"Confidence, Self-Concept & Comparison",Difficulty Handling Competition in High-Performing Peer Groups,Competition in High-Performing Peer Groups,Competition with toppers,High,High,Rising,High,P1,Elite college comparison culture,Campus Student,Competitive Adaptability,Competitive Pressure Instability,Emotional Intelligence,Comparison Stress Signals,Emotional Stability,Hypercompetitive Environment,Emotional Coaching,Healthy Competition,CONFIDENCE_SELF,18,24,79
CONCERN_CON_80,Academic Identity & Meaning,Weak Long-Term Professional Identity Formation,Long-Term Professional Identity Formation,Building professional identity,High,High,Rising,High,P1,Unclear professional self-concept,Campus Student,Identity Development,Professional Identity Ambiguity,Identity Intelligence,Career Direction Uncertainty,Future Alignment,Lack of Career Exploration,Identity Coaching,Professional Self-Identity,ACADEMIC_IDENTITY,18,24,80
CONCERN_ACA_81,Career Readiness,Difficulty Building Confidence for Higher Studies Abroad,Building Confidence for Higher Studies Abroad,Confidence for studying abroad,High,High,Rising,High,P1,Fear of global competition,Campus Student,Global Career Readiness,International Education Anxiety,Emotional Intelligence,Self-Doubt Signals,Global Readiness,Limited International Exposure,Global Readiness Coaching,International Adaptability,CAREER_READINESS,18,24,81
CONCERN_CAR_82,Academic & Career Readiness,Weak Research Orientation for Higher Education,Research Orientation for Higher Education,Research skills for higher studies,Medium,Medium,Rising,Medium,P2,Limited research exposure in colleges,Campus Student,Research Development,Research Orientation Deficit,Inquiry Intelligence,Low Investigative Curiosity,Academic Exploration,Theory-Centric Learning,Research Coaching,Research Preparedness,ACADEMIC_CAREER,18,24,82
CONCERN_ACA_83,Lifestyle & Pressure Environment,Difficulty Managing Academic Pressure Alongside Internships,Academic Pressure Alongside Internships,Managing studies and internship,High,High,Rising,High,P1,Semester + internship overload,Campus Student,Performance Balance,Academic-Internship Imbalance,Systems Intelligence,Burnout Signals,Holistic Stability,Competing Responsibilities,Balance Coaching,Sustainable Productivity,LIFESTYLE_PRESSURE,18,24,83
CONCERN_LIF_84,Employability,Weak Professional Etiquette During Industry Interaction,Professional Etiquette During Industry Interaction,Professional etiquette,Medium,Medium,Rising,Medium,P2,Informal communication culture,Campus Student,Workplace Adaptation,Professional Etiquette Weakness,Social Intelligence,Workplace Misalignment,Professional Interaction,Lack of Corporate Exposure,Etiquette Coaching,Workplace Professionalism,EMPLOYABILITY,18,24,84
CONCERN_EMP_85,Examination Stress & Emotional Regulation,Difficulty Handling Failure in Competitive Exams After Graduation,Failure in Competitive Exams After Graduation,Competitive exam failure,High,Critical,Rising,Critical,P1,UPSC/GATE/CAT failure pressure,Campus Student,Competitive Aspirant,Post-Graduation Competitive Failure Stress,Emotional Intelligence,Emotional Withdrawal Signals,Recovery Stability,Identity Linked to Success,Recovery Coaching,Emotional Resilience,EXAMINATION_STRESS,20,26,85
CONCERN_EXA_86,Career Readiness,Weak Strategic Planning for Career Milestones,Strategic Planning for Career Milestones,Career milestone planning,High,High,Rising,High,P1,No roadmap for career growth,Campus Student,Career Planning,Career Milestone Planning Weakness,Strategic Intelligence,Direction Confusion,Long-Term Readiness,Lack of Mentorship,Strategic Coaching,Career Roadmapping,CAREER_READINESS,18,24,86
CONCERN_CAR_87,Employability,Difficulty Building Confidence in Workplace Decision-Making,Building Confidence in Workplace Decision-Making,Confidence in work decisions,High,Medium,Rising,Medium,P2,Fear of making professional mistakes,Campus Student,Workplace Readiness,Workplace Decision Anxiety,Emotional Intelligence,Hesitation Signals,Professional Judgment,Low Industry Exposure,Decision Coaching,Workplace Confidence,EMPLOYABILITY,20,24,87
CONCERN_EMP_88,Employability,Weak Ability to Learn Independently Beyond Curriculum,Learn Independently Beyond Curriculum,Self-learning beyond syllabus,High,Medium,Rising,High,P1,Reliance on syllabus-only learning,Campus Student,Self Learning,Independent Upskilling Weakness,Ownership Intelligence,Passive Learning Dependence,Career Competitiveness,Lack of Self-Driven Exploration,Self-Learning Coaching,Lifelong Learning,EMPLOYABILITY,18,24,88
CONCERN_EMP_89,Examination Stress & Emotional Regulation,Difficulty Managing Uncertainty About Future Stability,Uncertainty About Future Stability,Fear about future,High,Critical,Rising,Critical,P1,Economic instability fears,Campus Student,Career Anxiety,Future Stability Anxiety,Emotional Intelligence,Chronic Stress Signals,Emotional Stability,Uncertain Career Environment,Emotional Coaching,Future Resilience,EXAMINATION_STRESS,20,26,89
CONCERN_EXA_90,Communication & Expression,Weak Confidence in Cross-Cultural Communication,Cross-Cultural Communication,Communicating with diverse people,Medium,Medium,Rising,Medium,P2,Global workplace communication gaps,Campus Student,Global Communication,Cross-Cultural Communication Weakness,Social Intelligence,Interaction Hesitation,Global Readiness,Limited International Exposure,Communication Coaching,Cultural Adaptability,COMMUNICATION_EXPRESSION,18,24,90
CONCERN_COM_91,"Motivation, Values & Responsibility",Difficulty Managing Motivation During Long Competitive Preparation,Motivation During Long Competitive Preparation,Staying motivated for exams,High,High,Rising,High,P1,UPSC/GATE preparation fatigue,Campus Student,Long-Term Preparation,Competitive Preparation Burnout,Motivational Intelligence,Motivation Collapse Signals,Persistence Stability,Delayed Reward Pressure,Motivation Coaching,Long-Term Endurance,MOTIVATION_VALUES,20,26,91
CONCERN_MOT_92,Career Readiness,Weak Career Adaptability During Industry Changes,Career Adaptability During Industry Changes,Career adaptability,High,High,Rising,High,P1,AI-driven career disruption,Campus Student,Industry Adaptation,Career Adaptability Weakness,Adaptive Intelligence,Fear of Obsolescence,Future Readiness,Low Adaptability Skills,Adaptability Coaching,Career Agility,CAREER_READINESS,18,26,92
CONCERN_CAR_93,Examination Stress & Emotional Regulation,Difficulty Building Emotional Stability in Professional Rejections,Building Emotional Stability in Professional Rejections,Handling job rejections,High,High,Rising,High,P1,Job rejection stress,Campus Student,Recovery Intelligence,Professional Rejection Sensitivity,Emotional Intelligence,Emotional Withdrawal,Recovery Stability,Fear of Inadequacy,Recovery Coaching,Professional Resilience,EXAMINATION_STRESS,20,26,93
CONCERN_EXA_94,Thinking Quality Under Pressure,Weak Structured Thinking During Case Interviews,Structured Thinking During Case Interviews,Case interview preparation,High,Medium,Rising,High,P1,Consulting/management interview difficulty,Campus Student,Strategic Thinking,Case Interview Structuring Weakness,Analytical Intelligence,Disorganized Reasoning,Problem-Solving Stability,Weak Structured Analysis,Strategic Coaching,Structured Thinking,THINKING_QUALITY,20,24,94
CONCERN_THI_95,Career Readiness,Difficulty Building Long-Term Financial Career Awareness,Building Long-Term Financial Career Awareness,Career and financial planning,Medium,Medium,Rising,Medium,P2,Poor salary/financial planning awareness,Campus Student,Financial Awareness,Financial Career Planning Weakness,Strategic Intelligence,Unrealistic Expectations,Financial Readiness,Lack of Exposure,Financial Coaching,Career Sustainability,CAREER_READINESS,18,24,95
CONCERN_CAR_96,Career Readiness,Weak Confidence in Professional Networking Platforms,Professional Networking Platforms,LinkedIn networking,Medium,Medium,Rising,Medium,P2,Hesitation using LinkedIn professionally,Campus Student,Digital Professionalism,Digital Networking Anxiety,Social Intelligence,Low Online Engagement,Networking Readiness,Lack of Professional Branding,Networking Coaching,Digital Career Presence,CAREER_READINESS,18,24,96
CONCERN_CAR_97,"Discipline, Habits & Consistency",Difficulty Maintaining Learning Discipline in Online Courses,Learning Discipline in Online Courses,Completing online courses,Medium,Medium,Rising,Medium,P2,Incomplete online certifications,Campus Student,Self Regulation,Online Learning Discipline Weakness,Habit Intelligence,Course Drop-Off Signals,Learning Continuity,Weak Self-Accountability,Discipline Coaching,Self-Paced Learning,DISCIPLINE_HABITS,18,24,97
CONCERN_DIS_98,Employability,Weak Ability to Translate Projects into Career Value,Translate Projects into Career Value,Show projects in resume,High,Medium,Rising,High,P1,Difficulty explaining project relevance,Campus Student,Career Positioning,Project-to-Career Translation Weakness,Applied Intelligence,Weak Skill Articulation,Employability Positioning,Limited Industry Perspective,Career Coaching,Professional Storytelling,EMPLOYABILITY,18,24,98
CONCERN_EMP_99,Examination Stress & Emotional Regulation,Difficulty Building Emotional Independence During Career Delays,Building Emotional Independence During Career Delays,Handling career delays,High,Critical,Rising,Critical,P1,Delayed placement/job stress,Campus Student,Emotional Independence,Career Delay Emotional Instability,Emotional Intelligence,Dependency & Anxiety Signals,Emotional Stability,Social & Family Pressure,Emotional Coaching,Independent Resilience,EXAMINATION_STRESS,20,26,99
CONCERN_EXA_100,Career Readiness & Holistic Development,Weak Holistic Readiness for Professional Life Transition,Holistic Readiness for Professional Life Transition,Job readiness,Very High,Critical,Rising,Critical,P1,Transition from campus to corporate life,Campus Student,Professional Transition,Professional Life Readiness Gap,Systems Intelligence,Transition Instability Signals,Life & Career Readiness,Limited Real-World Preparation,Transition Coaching,Professional Adaptability,CAREER_READINESS,20,26,100
